U.S. Energy Information Administration,,,,,,,,,,,,
February 2020 Monthly Energy Review,,,,,,,,,,,,
,,,,,,,,,,,,
0,,,,,,,,,,,,
,,,,,,,,,,,,
"Release Date: February 25, 2020",,,,,,,,,,,,
"Next Update: March 26, 2020",,,,,,,,,,,,
,,,,,,,,,,,,
Table 1.3 Primary Energy Consumption by Source,,,,,,,,,,,,
,,,,,,,,,,,,
Month,Coal Consumption,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Petroleum Consumption (Excluding Biofuels),Total Fossil Fuels Consumption,Nuclear Electric Power Consumption,Hydroelectric Power Consumption,Geothermal Energy Consumption,Solar Energy Consumption,Wind Energy Consumption,Biomass Energy Consumption,Total Renewable Energy Consumption,Total Primary Energy Consumption
,(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu)
01/01/1973,1.166191,2.397308,3.185268,6.747651,0.068103,0.272703,0.001491,Not Available,Not Available,0.129787,0.403981,7.223873
02/01/1973,1.050588,2.170646,2.941986,6.163095,0.064634,0.242199,0.001363,Not Available,Not Available,0.117338,0.3609,6.592366
03/01/1973,1.046856,2.057315,2.942485,6.044647,0.072494,0.26881,0.001412,Not Available,Not Available,0.129938,0.400161,6.521439
04/01/1973,0.998979,1.873535,2.621315,5.493184,0.06407,0.253185,0.001649,Not Available,Not Available,0.125636,0.38047,5.941729
05/01/1973,1.014502,1.765309,2.836567,5.613551,0.062111,0.26077,0.001537,Not Available,Not Available,0.129834,0.392141,6.07194
06/01/1973,1.050077,1.566214,2.731435,5.347479,0.073968,0.249859,0.001763,Not Available,Not Available,0.125611,0.377232,5.802683
07/01/1973,1.110438,1.590718,2.80454,5.504556,0.07589,0.23567,0.001869,Not Available,Not Available,0.129787,0.367325,5.951909
08/01/1973,1.135679,1.615222,2.999441,5.748879,0.084883,0.222077,0.001762,Not Available,Not Available,0.129918,0.353757,6.191657
09/01/1973,1.057732,1.559067,2.761173,5.376782,0.085724,0.179733,0.001492,Not Available,Not Available,0.125782,0.307006,5.773515
10/01/1973,1.083177,1.743868,2.936519,5.7653,0.081971,0.191723,0.00176,Not Available,Not Available,0.12997,0.323453,6.174862
11/01/1973,1.08859,1.945005,3.053629,6.08844,0.088773,0.210285,0.001889,Not Available,Not Available,0.125643,0.337817,6.519033
12/01/1973,1.16868,2.227822,2.991666,6.388515,0.087557,0.274435,0.002435,Not Available,Not Available,0.129824,0.406694,6.886904
01/01/1974,1.145845,2.28352,2.944909,6.378043,0.084855,0.304506,0.002154,Not Available,Not Available,0.130807,0.437467,6.904043
02/01/1974,1.036439,2.103296,2.677772,5.820458,0.090577,0.27995,0.001901,Not Available,Not Available,0.118091,0.399942,6.3143
03/01/1974,1.050801,2.051072,2.740105,5.845649,0.097966,0.290582,0.002165,Not Available,Not Available,0.130727,0.423474,6.370767
04/01/1974,0.994963,1.731584,2.624656,5.355618,0.079566,0.293702,0.002039,Not Available,Not Available,0.126583,0.422323,5.861066
05/01/1974,1.029181,1.646592,2.678975,5.359907,0.073242,0.294828,0.00204,Not Available,Not Available,0.130789,0.427657,5.864485
06/01/1974,1.014433,1.473536,2.65905,5.150392,0.079015,0.280695,0.001975,Not Available,Not Available,0.126611,0.409281,5.642248
07/01/1974,1.110438,1.550336,2.793658,5.458003,0.113953,0.276772,0.002191,Not Available,Not Available,0.130756,0.409719,5.985353
08/01/1974,1.112559,1.54624,2.825426,5.488069,0.137654,0.253175,0.002163,Not Available,Not Available,0.130763,0.386101,6.015502
09/01/1974,1.005508,1.573888,2.64493,5.230848,0.12288,0.225274,0.001999,Not Available,Not Available,0.126637,0.35391,5.711198
10/01/1974,1.051737,1.746944,2.905632,5.713389,0.121248,0.210955,0.00203,Not Available,Not Available,0.130718,0.343703,6.182018
11/01/1974,1.022021,1.870848,2.859805,5.757535,0.122819,0.222713,0.002414,Not Available,Not Available,0.126506,0.351633,6.235546
12/01/1974,1.088954,2.154496,3.065694,6.314029,0.148309,0.243428,0.00254,Not Available,Not Available,0.130674,0.376642,6.842659
01/01/1975,1.131658,2.295208,3.072693,6.508066,0.153503,0.263371,0.002117,Not Available,Not Available,0.127269,0.392756,7.056118
02/01/1975,1.038817,1.979719,2.632196,5.658866,0.140232,0.251317,0.002019,Not Available,Not Available,0.114942,0.368278,6.168996
03/01/1975,1.072008,1.942963,2.776781,5.794307,0.163893,0.293961,0.002277,Not Available,Not Available,0.127251,0.42349,6.383482
04/01/1975,0.996432,1.608075,2.639706,5.244039,0.146773,0.279947,0.002281,Not Available,Not Available,0.123139,0.405368,5.797914
05/01/1975,0.976643,1.358951,2.578863,4.917011,0.15158,0.291504,0.002475,Not Available,Not Available,0.127303,0.421283,5.491667
06/01/1975,1.021948,1.283397,2.57824,4.881923,0.140348,0.28531,0.00307,Not Available,Not Available,0.123241,0.411622,5.435627
07/01/1975,1.081702,1.340573,2.678403,5.099561,0.169294,0.268081,0.003091,Not Available,Not Available,0.127288,0.398459,5.669107
08/01/1975,1.116476,1.397749,2.687048,5.199413,0.174883,0.237557,0.003351,Not Available,Not Available,0.127321,0.36823,5.744318
09/01/1975,1.00335,1.39877,2.596741,4.996158,0.158543,0.215793,0.002954,Not Available,Not Available,0.12321,0.341957,5.498393
10/01/1975,1.020889,1.576424,2.781396,5.377048,0.161078,0.238068,0.003406,Not Available,Not Available,0.127312,0.368786,5.908704
11/01/1975,1.044129,1.67444,2.590402,5.309492,0.155988,0.256706,0.00331,Not Available,Not Available,0.12318,0.383196,5.850411
12/01/1975,1.158734,2.092029,3.086312,6.337521,0.183682,0.27299,0.003429,Not Available,Not Available,0.127277,0.403696,6.926691
01/01/1976,1.201363,2.33682,3.17305,6.710216,0.177844,0.273323,0.003403,Not Available,Not Available,0.145049,0.421775,7.312324
02/01/1976,1.063557,1.97676,2.797522,5.836128,0.158824,0.257277,0.0032,Not Available,Not Available,0.135695,0.396173,6.393452
03/01/1976,1.103547,1.75542,2.950439,5.807521,0.15458,0.278567,0.003426,Not Available,Not Available,0.145051,0.427044,6.391633
04/01/1976,1.054029,1.53816,2.744806,5.334664,0.121316,0.253482,0.003086,Not Available,Not Available,0.140363,0.396931,5.855319
05/01/1976,1.060057,1.46268,2.723288,5.243322,0.131784,0.267732,0.002949,Not Available,Not Available,0.145047,0.415728,5.793322
06/01/1976,1.09882,1.3617,2.777649,5.236508,0.174072,0.268088,0.003063,Not Available,Not Available,0.140405,0.411555,5.824544
07/01/1976,1.171113,1.39944,2.834785,5.40514,0.195628,0.273026,0.003311,Not Available,Not Available,0.145088,0.421425,6.024682
08/01/1976,1.17987,1.34334,2.842559,5.367256,0.202851,0.249759,0.00326,Not Available,Not Available,0.14511,0.398129,5.970726
09/01/1976,1.081958,1.32804,2.778502,5.18912,0.191006,0.213376,0.003173,Not Available,Not Available,0.140436,0.356984,5.739519
10/01/1976,1.119412,1.65342,2.902739,5.681201,0.191723,0.22099,0.003082,Not Available,Not Available,0.145114,0.369186,6.244598
11/01/1976,1.176231,1.9125,3.107876,6.197897,0.178235,0.208138,0.002597,Not Available,Not Available,0.140651,0.351386,6.729925
12/01/1976,1.27411,2.27664,3.50877,7.0619,0.233256,0.212507,0.002963,Not Available,Not Available,0.145364,0.360834,7.658479
01/01/1977,1.266433,2.457547,3.507984,7.230327,0.238556,0.219069,0.003232,Not Available,Not Available,0.15622,0.378521,7.852451
02/01/1977,1.121735,1.854136,3.158978,6.134899,0.211078,0.160329,0.002823,Not Available,Not Available,0.141176,0.304328,6.654863
03/01/1977,1.12922,1.751015,3.098805,5.97723,0.222619,0.209549,0.0032,Not Available,Not Available,0.156217,0.368966,6.573861
04/01/1977,1.041243,1.469219,2.900699,5.409177,0.213943,0.197287,0.002854,Not Available,Not Available,0.151161,0.351301,5.979305
05/01/1977,1.103387,1.407959,2.901985,5.413653,0.221834,0.197656,0.003081,Not Available,Not Available,0.156186,0.356923,5.997456
06/01/1977,1.1621,1.360993,2.989659,5.512801,0.23172,0.182303,0.003029,Not Available,Not Available,0.151153,0.336485,6.08589
07/01/1977,1.257119,1.352825,3.007273,5.618804,0.235032,0.177779,0.003204,Not Available,Not Available,0.15592,0.336903,6.195785
08/01/1977,1.231003,1.392644,3.09014,5.714704,0.244991,0.176863,0.002937,Not Available,Not Available,0.156081,0.335881,6.300623
09/01/1977,1.135635,1.456967,2.936273,5.535869,0.211395,0.173821,0.003144,Not Available,Not Available,0.15111,0.328075,6.080223
10/01/1977,1.127504,1.549878,3.039576,5.72095,0.205053,0.181908,0.003288,Not Available,Not Available,0.156172,0.341368,6.272418
11/01/1977,1.139472,1.72549,3.03494,5.900695,0.209548,0.215864,0.003303,Not Available,Not Available,0.151,0.370168,6.485295
12/01/1977,1.207253,2.152268,3.41633,6.781158,0.255994,0.240826,0.003288,Not Available,Not Available,0.155935,0.400048,7.442248
01/01/1978,1.195802,2.427258,3.369733,6.994146,0.282638,0.262529,0.003326,Not Available,Not Available,0.173128,0.438983,7.721485
02/01/1978,1.00151,2.179641,3.234538,6.416481,0.238869,0.232625,0.002854,Not Available,Not Available,0.156387,0.391866,7.052381
03/01/1978,0.953062,1.954442,3.368195,6.280715,0.245611,0.257965,0.002359,Not Available,Not Available,0.173136,0.433459,6.965503
04/01/1978,1.019025,1.568241,2.938869,5.537677,0.192342,0.265041,0.001989,Not Available,Not Available,0.167349,0.434379,6.169931
05/01/1978,1.088001,1.40622,3.114781,5.63302,0.223373,0.301188,0.001772,Not Available,Not Available,0.172923,0.475883,6.337994
06/01/1978,1.162388,1.272731,3.025056,5.469015,0.242728,0.263109,0.002179,Not Available,Not Available,0.16734,0.432628,6.149904
07/01/1978,1.237363,1.358327,3.019691,5.629409,0.273603,0.256107,0.002441,Not Available,Not Available,0.172912,0.431461,6.34019
08/01/1978,1.278218,1.309415,3.201369,5.801865,0.280082,0.232357,0.002871,Not Available,Not Available,0.173189,0.408417,6.496081
09/01/1978,1.211465,1.258465,2.965814,5.446963,0.242769,0.221801,0.003031,Not Available,Not Available,0.167455,0.392287,6.087552
10/01/1978,1.166964,1.46736,3.139837,5.788479,0.251605,0.204012,0.002254,Not Available,Not Available,0.173169,0.379436,6.425237
11/01/1978,1.170315,1.689502,3.1566,6.02842,0.272438,0.208974,0.002547,Not Available,Not Available,0.167557,0.379078,6.685469
12/01/1978,1.281463,2.108311,3.384635,6.783142,0.278067,0.231275,0.003228,Not Available,Not Available,0.17306,0.407564,7.474491
01/01/1979,1.352487,2.476946,3.502897,7.336166,0.302351,0.262096,0.003099,Not Available,Not Available,0.1826,0.447796,8.092205
02/01/1979,1.203643,2.250284,3.275613,6.732512,0.281883,0.222855,0.002535,Not Available,Not Available,0.165096,0.390487,7.410205
03/01/1979,1.2125,1.920501,3.287034,6.42199,0.264739,0.271516,0.003402,Not Available,Not Available,0.182881,0.457799,7.150421
04/01/1979,1.140389,1.627474,2.862597,5.635417,0.200369,0.265941,0.003146,Not Available,Not Available,0.176844,0.445932,6.28742
05/01/1979,1.19397,1.459009,3.024277,5.688216,0.163455,0.303134,0.003164,Not Available,Not Available,0.182782,0.48908,6.346644
06/01/1979,1.238154,1.336489,2.937072,5.520908,0.174776,0.261646,0.003204,Not Available,Not Available,0.176833,0.441683,6.14307
07/01/1979,1.334783,1.35793,2.919158,5.619578,0.226552,0.238414,0.003398,Not Available,Not Available,0.1827,0.424513,6.276536
08/01/1979,1.342578,1.370182,3.093268,5.814576,0.263316,0.222695,0.003707,Not Available,Not Available,0.182808,0.40921,6.492996
09/01/1979,1.198249,1.356909,2.868191,5.431098,0.237204,0.198794,0.003217,Not Available,Not Available,0.176891,0.378903,6.052908
10/01/1979,1.231391,1.589697,3.087436,5.911981,0.227745,0.211243,0.003607,Not Available,Not Available,0.182752,0.397602,6.54322
11/01/1979,1.237532,1.805128,3.006554,6.049123,0.209477,0.234286,0.003505,Not Available,Not Available,0.176949,0.41474,6.679042
12/01/1979,1.35391,2.115512,3.211645,6.682671,0.223959,0.238063,0.004275,Not Available,Not Available,0.18277,0.425109,7.337632
01/01/1980,1.394041,2.278492,3.188828,6.864636,0.215389,0.265618,0.003495,Not Available,Not Available,0.209829,0.478943,7.565016
02/01/1980,1.309761,2.186179,2.987494,6.482913,0.210277,0.224631,0.003357,Not Available,Not Available,0.19631,0.424298,7.123145
03/01/1980,1.291623,2.090937,2.948824,6.328141,0.218584,0.255676,0.003731,Not Available,Not Available,0.209727,0.469134,7.021907
04/01/1980,1.155186,1.562193,2.757535,5.470245,0.205,0.270552,0.003909,Not Available,Not Available,0.202894,0.477356,6.158453
05/01/1980,1.15954,1.380874,2.748166,5.283326,0.200541,0.303305,0.004603,Not Available,Not Available,0.209548,0.517456,6.00737
06/01/1980,1.231174,1.277249,2.664502,5.168984,0.199859,0.290604,0.004441,Not Available,Not Available,0.202723,0.497768,5.872463
07/01/1980,1.385342,1.318738,2.728917,5.42874,0.229329,0.257106,0.00467,Not Available,Not Available,0.209554,0.471331,6.135448
08/01/1980,1.377215,1.305406,2.683241,5.36277,0.265424,0.214693,0.004991,Not Available,Not Available,0.209675,0.429358,6.063599
09/01/1980,1.257702,1.322794,2.729299,5.305752,0.257127,0.194301,0.004506,Not Available,Not Available,0.202905,0.401712,5.970443
10/01/1980,1.224097,1.549528,2.873005,5.640628,0.267351,0.18773,0.005117,Not Available,Not Available,0.209717,0.402564,6.31659
11/01/1980,1.246566,1.791974,2.73927,5.775618,0.228892,0.201929,0.005002,Not Available,Not Available,0.202945,0.409876,6.420238
12/01/1980,1.39054,2.167904,3.110452,6.667805,0.241396,0.233998,0.004877,Not Available,Not Available,0.209671,0.448546,7.363795
01/01/1981,1.467366,2.319606,3.11837,6.904959,0.26228,0.236553,0.005284,Not Available,Not Available,0.220544,0.462381,7.639252
02/01/1981,1.297021,1.928722,2.585717,5.810571,0.238196,0.223123,0.004671,Not Available,Not Available,0.199248,0.427043,6.484509
03/01/1981,1.304283,1.933264,2.675019,5.910062,0.242709,0.217976,0.005237,Not Available,Not Available,0.220595,0.443808,6.60621
04/01/1981,1.186599,1.51385,2.500958,5.20014,0.227726,0.219717,0.004836,Not Available,Not Available,0.213467,0.43802,5.875206
05/01/1981,1.194768,1.451464,2.585675,5.231949,0.217546,0.2552,0.004791,Not Available,Not Available,0.220433,0.480423,5.93955
06/01/1981,1.295935,1.331774,2.632443,5.255929,0.233457,0.278976,0.004782,Not Available,Not Available,0.213237,0.496995,5.995702
07/01/1981,1.463331,1.336794,2.652557,5.452931,0.254569,0.265656,0.005256,Not Available,Not Available,0.220392,0.491304,6.208435
08/01/1981,1.430796,1.335664,2.585304,5.352038,0.297219,0.228409,0.005191,Not Available,Not Available,0.220428,0.454028,6.112916
09/01/1981,1.296714,1.286644,2.553468,5.135095,0.269115,0.188516,0.005224,Not Available,Not Available,0.21348,0.40722,5.820751
10/01/1981,1.284573,1.545294,2.663528,5.490746,0.226731,0.191231,0.005153,Not Available,Not Available,0.220581,0.416966,6.144075
11/01/1981,1.27444,1.647118,2.537492,5.459212,0.251301,0.200541,0.004498,Not Available,Not Available,0.213437,0.418476,6.13831
12/01/1981,1.411723,2.113001,2.793473,6.315167,0.286743,0.252071,0.004513,Not Available,Not Available,0.22044,0.477024,7.088566
01/01/1982,1.488841,2.447351,2.704918,6.640697,0.284331,0.284215,0.003975,Not Available,Not Available,0.226251,0.51444,7.448166
02/01/1982,1.294926,2.02315,2.433874,5.750531,0.223538,0.281593,0.003656,Not Available,Not Available,0.204375,0.489624,6.471248
03/01/1982,1.26221,1.87359,2.606926,5.740713,0.251971,0.315347,0.00322,Not Available,Not Available,0.226157,0.544724,6.544007
04/01/1982,1.154664,1.514599,2.60736,5.27593,0.241222,0.295061,0.003247,Not Available,Not Available,0.218821,0.517128,6.040586
05/01/1982,1.188681,1.158395,2.485054,4.829676,0.239606,0.295887,0.003773,Not Available,Not Available,0.226135,0.525795,5.602379
06/01/1982,1.212642,1.136504,2.438379,4.78391,0.26604,0.295552,0.004556,Not Available,Not Available,0.218866,0.518974,5.572673
07/01/1982,1.383398,1.167608,2.480346,5.028317,0.281997,0.288273,0.004792,Not Available,Not Available,0.226202,0.519267,5.835852
08/01/1982,1.376905,1.174323,2.497944,5.047842,0.276671,0.252259,0.004776,Not Available,Not Available,0.226168,0.483203,5.818627
09/01/1982,1.22966,1.162899,2.434187,4.823564,0.281149,0.210219,0.004581,Not Available,Not Available,0.218947,0.433748,5.549273
10/01/1982,1.192804,1.335372,2.490956,5.017757,0.257422,0.208623,0.004877,Not Available,Not Available,0.226373,0.439874,5.726507
11/01/1982,1.231755,1.589784,2.420923,5.241011,0.257281,0.245861,0.005122,Not Available,Not Available,0.218948,0.46993,5.978943
12/01/1982,1.305074,1.772929,2.578628,5.655954,0.269921,0.292668,0.004053,Not Available,Not Available,0.22621,0.52293,6.458452
01/01/1983,1.359687,2.265754,2.438421,6.062504,0.273422,0.310615,0.005087,Not Available,0.000002,0.246575,0.562279,6.907502
02/01/1983,1.180042,1.888071,2.223831,5.290891,0.242067,0.296625,0.003913,Not Available,0,0.222738,0.523276,6.065647
03/01/1983,1.196034,1.788953,2.604959,5.58921,0.260523,0.32173,0.00451,Not Available,0.000003,0.24661,0.572853,6.431871
04/01/1983,1.13955,1.533045,2.385301,5.055553,0.243561,0.318603,0.004227,Not Available,0.000002,0.238625,0.561458,5.869679
05/01/1983,1.172176,1.260206,2.432262,4.862973,0.240465,0.331656,0.003434,Not Available,0.000003,0.246647,0.581741,5.692724
06/01/1983,1.25652,1.090922,2.489536,4.836114,0.263376,0.326237,0.004518,Not Available,0.000002,0.238736,0.569493,5.677988
07/01/1983,1.499058,1.086246,2.517064,5.100754,0.279191,0.298715,0.005627,Not Available,0.000001,0.246651,0.550993,5.941322
08/01/1983,1.573899,1.123874,2.606248,5.303409,0.285725,0.274189,0.007404,Not Available,0,0.246695,0.528288,6.128631
09/01/1983,1.366111,1.060564,2.513007,4.938737,0.272705,0.23065,0.006764,Not Available,0.000004,0.238755,0.476173,5.699808
10/01/1983,1.304357,1.125246,2.505054,4.933914,0.281314,0.220423,0.007091,Not Available,0.000005,0.246732,0.474251,5.701452
11/01/1983,1.325008,1.316659,2.504586,5.145302,0.272735,0.26194,0.006311,Not Available,0.000004,0.23878,0.507035,5.935601
12/01/1983,1.521978,1.681296,2.776983,5.977512,0.287465,0.335876,0.005025,Not Available,0.000001,0.246871,0.587773,6.863357
01/01/1984,1.551521,2.399247,2.804008,6.755532,0.317844,0.313504,0.005094,-0.000001,0,0.251483,0.570081,7.654075
02/01/1984,1.35899,2.005105,2.404095,5.770207,0.308326,0.293845,0.006222,0.000001,0.000002,0.235169,0.535239,6.623097
03/01/1984,1.402844,1.887051,2.684594,5.973514,0.296499,0.32067,0.006838,0.000002,0.000002,0.251529,0.57904,6.858673
04/01/1984,1.271621,1.639935,2.520623,5.431746,0.262738,0.315985,0.006748,0.000003,0.000006,0.243277,0.566019,6.270456
05/01/1984,1.297942,1.380376,2.608349,5.286097,0.280471,0.335607,0.006473,0.000007,0.000008,0.251408,0.593504,6.170762
06/01/1984,1.439065,1.204611,2.547346,5.188581,0.274321,0.303719,0.006283,0.00001,0.000006,0.243303,0.553321,6.026485
07/01/1984,1.51922,1.180805,2.589785,5.288875,0.306687,0.289982,0.005997,0.000003,0.000005,0.251632,0.547618,6.155513
08/01/1984,1.586855,1.181397,2.697843,5.46417,0.319793,0.264894,0.007509,0.000009,0.000003,0.251638,0.524053,6.323114
09/01/1984,1.383544,1.110435,2.468375,4.961915,0.316027,0.220536,0.006763,0.00001,0.000005,0.243596,0.47091,5.761176
10/01/1984,1.395014,1.208513,2.599145,5.19925,0.268621,0.220205,0.007424,0.000007,0.000009,0.251974,0.47962,5.960973
11/01/1984,1.393904,1.424191,2.521827,5.337341,0.266462,0.234699,0.007331,0.000004,0.000009,0.244068,0.48611,6.100793
12/01/1984,1.470103,1.771942,2.547104,5.788606,0.334742,0.272166,0.008127,0,0.000013,0.252042,0.532347,6.666436
01/01/1985,1.599226,2.155823,2.672391,6.42789,0.384371,0.290793,0.008086,0.000005,0.000007,0.256315,0.555205,7.377254
02/01/1985,1.405395,2.206765,2.419434,6.03303,0.32729,0.273175,0.007141,-0.000001,0.000011,0.231512,0.511838,6.880264
03/01/1985,1.385744,1.767205,2.557334,5.710393,0.32972,0.260344,0.008314,0.000001,0.000007,0.256336,0.525002,6.577553
04/01/1985,1.319424,1.481028,2.501434,5.302405,0.28104,0.258039,0.007281,0.000013,0.000006,0.247599,0.512937,6.10613
05/01/1985,1.384445,1.17293,2.592054,5.146409,0.304823,0.279498,0.007571,0.000015,0.000004,0.255881,0.542968,6.005352
06/01/1985,1.431061,1.100814,2.503708,5.033449,0.32755,0.252373,0.007294,0.000016,0.000004,0.247643,0.50733,5.88048
07/01/1985,1.584552,1.14242,2.584345,5.309635,0.373727,0.225387,0.008019,0.000011,0.000001,0.256159,0.489577,6.187443
08/01/1985,1.561888,1.141786,2.693552,5.395869,0.369775,0.211206,0.008381,0.000021,0.000004,0.256301,0.475912,6.256987
09/01/1985,1.424542,1.065341,2.43853,4.925617,0.366541,0.198288,0.007966,0.000014,0.000009,0.247997,0.454274,5.759
10/01/1985,1.389491,1.171877,2.647682,5.207793,0.331461,0.211589,0.007626,0.00001,0.000005,0.256175,0.475406,6.026246
11/01/1985,1.385921,1.345754,2.499163,5.228088,0.320428,0.242115,0.009416,0.000003,0.000002,0.24807,0.499606,6.059118
12/01/1985,1.606739,1.951717,2.757676,6.315121,0.358837,0.267386,0.010325,0.000002,0.000001,0.256246,0.53396,7.219105
01/01/1986,1.628376,2.205211,2.680492,6.514033,0.383159,0.226352,0.010526,0.000007,0.000002,0.249178,0.486064,7.395548
02/01/1986,1.412688,1.930555,2.442941,5.785886,0.346156,0.245152,0.00904,0.000006,0.000002,0.224922,0.479122,6.620399
03/01/1986,1.385114,1.772385,2.727101,5.883728,0.325549,0.30028,0.009403,0.000011,0.000007,0.248837,0.558538,6.775964
04/01/1986,1.264564,1.380229,2.594758,5.239137,0.322413,0.290609,0.008479,0.000014,0.000006,0.240788,0.539897,6.109551
05/01/1986,1.32118,1.192312,2.696101,5.206938,0.337725,0.287656,0.008568,0.000019,0.000008,0.248822,0.545072,6.099383
06/01/1986,1.46356,1.059219,2.624776,5.147695,0.331481,0.27726,0.009295,0.000015,0.000005,0.240837,0.527412,6.015826
07/01/1986,1.64801,1.053847,2.750898,5.451039,0.379718,0.254396,0.009862,0.000017,0.000005,0.249011,0.513292,6.354208
08/01/1986,1.515011,1.016637,2.80541,5.331362,0.396534,0.22381,0.009839,0.000017,0.000005,0.249176,0.482847,6.223701
09/01/1986,1.401321,0.960084,2.586916,4.947904,0.387113,0.222779,0.008245,0.000015,0.000001,0.241074,0.472114,5.818638
10/01/1986,1.355954,1.037874,2.771165,5.164399,0.383103,0.225018,0.008105,0.000013,0.000002,0.248974,0.482113,6.039911
11/01/1986,1.366752,1.271522,2.612738,5.247547,0.369674,0.244175,0.007015,0.000009,0,0.241122,0.492321,6.119265
12/01/1986,1.497876,1.711484,2.857621,6.066258,0.417484,0.273692,0.009299,0.000003,0,0.249352,0.532346,7.027262
01/01/1987,1.563157,2.179929,2.778384,6.520368,0.417417,0.267809,0.009317,0.000001,0.000001,0.244137,0.521265,7.472334
02/01/1987,1.357526,1.968916,2.551887,5.879311,0.382159,0.223722,0.00864,0.000006,0,0.220511,0.452878,6.729068
03/01/1987,1.372447,1.7931,2.699987,5.863944,0.389382,0.245143,0.009473,0.000009,0,0.244157,0.498782,6.767036
04/01/1987,1.322692,1.472949,2.674699,5.470761,0.349992,0.232573,0.008929,0.000013,0.000002,0.236139,0.477656,6.313868
05/01/1987,1.419056,1.212924,2.687267,5.319684,0.358374,0.255627,0.009382,0.000013,0.000003,0.244007,0.509032,6.199256
06/01/1987,1.553622,1.125283,2.737218,5.417632,0.38176,0.220689,0.009635,0.000017,0.00001,0.236522,0.466873,6.280222
07/01/1987,1.731657,1.118428,2.874513,5.724864,0.41826,0.21334,0.009961,0.000019,0.000013,0.244359,0.467691,6.626659
08/01/1987,1.719952,1.151681,2.746301,5.618573,0.431801,0.194652,0.009923,0.000012,0.000002,0.244396,0.448986,6.514555
09/01/1987,1.484318,1.068976,2.704211,5.26135,0.414191,0.191635,0.009257,0.000008,0.000002,0.236298,0.437201,6.123881
10/01/1987,1.448063,1.250133,2.827616,5.527906,0.381045,0.189215,0.009375,0.000006,0.000001,0.244059,0.442655,6.362769
11/01/1987,1.433762,1.450775,2.630898,5.517998,0.390924,0.177943,0.009064,0.000003,0.000001,0.236197,0.423208,6.342057
12/01/1987,1.602198,1.846705,2.905377,6.352849,0.438627,0.222161,0.009312,0.000002,0.000002,0.244104,0.47558,7.277377
01/01/1988,1.684214,2.237883,2.895584,6.820914,0.473469,0.230477,0.009312,0.000005,0.000007,0.255331,0.495132,7.800316
02/01/1988,1.539149,2.085677,2.775957,6.402514,0.447892,0.199789,0.008013,0.000008,0,0.238853,0.446663,7.308187
03/01/1988,1.48558,1.910986,2.949037,6.351358,0.465555,0.204359,0.009341,0.000013,0,0.255385,0.469098,7.296746
04/01/1988,1.368241,1.498021,2.689981,5.560392,0.424786,0.200293,0.008454,0.000005,0,0.247241,0.455993,6.449806
05/01/1988,1.418454,1.333133,2.716171,5.466201,0.430975,0.222701,0.00831,0.000013,0,0.255188,0.486212,6.390836
06/01/1988,1.601226,1.19723,2.774459,5.577641,0.467326,0.197723,0.008815,0.000014,0,0.24734,0.453891,6.507738
07/01/1988,1.748765,1.203533,2.804455,5.763547,0.528281,0.17742,0.009589,0.000012,0,0.255582,0.442602,6.74603
08/01/1988,1.819299,1.250795,2.945102,6.018489,0.519872,0.172238,0.009149,0.000012,0,0.255815,0.437214,6.988178
09/01/1988,1.522329,1.124432,2.765934,5.415734,0.49056,0.170174,0.008772,0.00001,0,0.247357,0.426312,6.340877
10/01/1988,1.498257,1.259569,2.942807,5.704981,0.451551,0.158144,0.008939,0.000001,0,0.255517,0.422602,6.586707
11/01/1988,1.493134,1.485535,2.850221,5.829882,0.419662,0.192932,0.008874,0.000001,0,0.247096,0.448903,6.704226
12/01/1988,1.667662,1.861598,3.063919,6.596231,0.467038,0.208016,0.00877,0.000001,0.000001,0.255345,0.472132,7.54036
01/01/1989,1.661361,2.093063,2.872847,6.634584,0.490288,0.22404,0.014134,0.002882,0.001521,0.266572,0.509147,7.638755
02/01/1989,1.570485,2.082145,2.697285,6.352085,0.409824,0.19931,0.012761,0.003105,0.002331,0.243927,0.461435,7.22961
03/01/1989,1.558177,2.022197,3.003263,6.586898,0.419471,0.242358,0.015001,0.004371,0.002671,0.268315,0.532715,7.54118
04/01/1989,1.421056,1.650696,2.693884,5.772522,0.354476,0.257728,0.013095,0.004845,0.002484,0.251946,0.530097,6.660423
05/01/1989,1.465828,1.413189,2.778194,5.66289,0.405739,0.30024,0.013857,0.005239,0.002131,0.241235,0.562701,6.63539
06/01/1989,1.571761,1.262426,2.849206,5.687456,0.454815,0.277046,0.013664,0.005348,0.001631,0.248447,0.546136,6.693825
07/01/1989,1.705408,1.288763,2.771958,5.769796,0.553819,0.242678,0.013872,0.005748,0.001482,0.261318,0.525098,6.856061
08/01/1989,1.717331,1.282892,2.924922,5.927662,0.581511,0.216086,0.013414,0.005595,0.001075,0.276985,0.513154,7.028179
09/01/1989,1.550947,1.242952,2.719971,5.515428,0.474507,0.202515,0.01252,0.005181,0.002923,0.264811,0.487949,6.480977
10/01/1989,1.524699,1.400854,2.896565,5.818518,0.460972,0.214892,0.013157,0.004717,0.001832,0.276462,0.51106,6.790633
