U.S. Energy Information Administration,,,,,,,,,,,,
February 2020 Monthly Energy Review,,,,,,,,,,,,
,,,,,,,,,,,,
0,,,,,,,,,,,,
,,,,,,,,,,,,
"Release Date: February 25, 2020",,,,,,,,,,,,
"Next Update: March 26, 2020",,,,,,,,,,,,
,,,,,,,,,,,,
Table 1.3 Primary Energy Consumption by Source,,,,,,,,,,,,
,,,,,,,,,,,,
Month,Coal Consumption,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Petroleum Consumption (Excluding Biofuels),Total Fossil Fuels Consumption,Nuclear Electric Power Consumption,Hydroelectric Power Consumption,Geothermal Energy Consumption,Solar Energy Consumption,Wind Energy Consumption,Biomass Energy Consumption,Total Renewable Energy Consumption,Total Primary Energy Consumption
,(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu)
02/01/2015,1.408891,3.02876,2.72193,7.158336,0.66368,0.207684,0.016614,0.025055,0.139054,0.379439,0.767846,8.604256
03/01/2015,1.238275,2.682045,2.9783,6.897968,0.67503,0.226274,0.018384,0.034916,0.142655,0.411898,0.834126,8.426533
04/01/2015,1.036587,2.077147,2.87125,5.983047,0.625226,0.209407,0.017077,0.039565,0.166504,0.400515,0.833068,7.461618
05/01/2015,1.206388,1.92174,2.97462,6.100247,0.688414,0.187549,0.018348,0.042524,0.159833,0.421476,0.82973,7.638888
06/01/2015,1.438646,1.965222,2.960175,6.361218,0.716542,0.190239,0.017349,0.043217,0.125073,0.419636,0.795514,7.894009
07/01/2015,1.586788,2.139057,3.111535,6.836607,0.746829,0.195832,0.018036,0.044948,0.127442,0.433877,0.820134,8.424892
08/01/2015,1.530787,2.12351,3.078226,6.73131,0.75732,0.178199,0.017919,0.045255,0.121893,0.433808,0.797073,8.307919
09/01/2015,1.351456,1.966653,2.896426,6.214571,0.69521,0.149981,0.016429,0.038966,0.130201,0.414803,0.750379,7.680299
10/01/2015,1.137837,2.055676,2.995468,6.187324,0.633451,0.154979,0.017722,0.034283,0.152646,0.41647,0.7761,7.612446
11/01/2015,1.045014,2.32738,2.830238,6.200223,0.63024,0.180209,0.017647,0.029638,0.183414,0.413003,0.823911,7.672074
12/01/2015,1.070137,2.678785,2.992517,6.740898,0.728229,0.21588,0.018225,0.027212,0.187297,0.428505,0.877118,8.363649
01/01/2016,1.29718,3.200999,2.918003,7.415235,0.758537,0.236473,0.017675,0.026066,0.170482,0.407709,0.858406,9.053108
02/01/2016,1.074345,2.745566,2.844691,6.664336,0.686509,0.222851,0.01651,0.035123,0.185916,0.394367,0.854768,8.222266
03/01/2016,0.867377,2.438381,3.028654,6.333935,0.691851,0.252863,0.01752,0.043391,0.202545,0.415762,0.93208,7.975398
04/01/2016,0.844204,2.156019,2.886265,5.885351,0.656112,0.238906,0.016366,0.048053,0.192019,0.391135,0.886479,7.442451
05/01/2016,0.960164,2.033497,2.966143,5.95903,0.696324,0.23529,0.017766,0.055309,0.174004,0.416546,0.898915,7.57198
06/01/2016,1.314479,2.069855,2.965005,6.349396,0.702587,0.214523,0.016758,0.05637,0.150513,0.41462,0.852783,7.925709
07/01/2016,1.528865,2.262495,3.037133,6.827179,0.735784,0.198076,0.017484,0.061635,0.162653,0.43188,0.871727,8.458912
08/01/2016,1.521198,2.285098,3.130158,6.933894,0.748095,0.180666,0.017604,0.061121,0.125457,0.437809,0.822656,8.527717
09/01/2016,1.296259,2.015024,2.939713,6.249451,0.684522,0.151106,0.017453,0.055436,0.151438,0.411122,0.786556,7.736602
10/01/2016,1.147161,1.991499,3.021064,6.156651,0.63521,0.160072,0.017871,0.049027,0.187736,0.4161,0.830807,7.640814
11/01/2016,1.022244,2.234524,2.916267,6.168215,0.681705,0.173638,0.017796,0.041391,0.179153,0.420774,0.832751,7.703156
12/01/2016,1.352427,2.967399,3.052251,7.369797,0.749517,0.207976,0.018801,0.037087,0.213679,0.456707,0.934251,9.070193
01/01/2017,1.312712,3.013622,2.959575,7.282688,0.764768,0.246796,0.018131,0.033557,0.182789,0.421822,0.903095,8.972848
02/01/2017,1.011109,2.419844,2.651313,6.081064,0.664778,0.217825,0.016285,0.040038,0.195296,0.382403,0.851847,7.61469
03/01/2017,1.029337,2.60891,3.077165,6.713877,0.68081,0.269679,0.018149,0.062625,0.23026,0.428247,1.00896,8.420792
04/01/2017,0.937459,1.996586,2.910242,5.842939,0.593479,0.27077,0.017535,0.069427,0.226762,0.407719,0.992213,7.443833
05/01/2017,1.065558,1.954958,3.082075,6.101385,0.64127,0.298355,0.017218,0.081055,0.206832,0.429961,1.033421,7.790586
06/01/2017,1.217991,1.974203,3.05594,6.245624,0.700866,0.278434,0.016403,0.086535,0.182501,0.427077,0.99095,7.955119
07/01/2017,1.432549,2.213449,3.088997,6.733785,0.745875,0.244064,0.01788,0.083455,0.147044,0.433591,0.926034,8.423454
08/01/2017,1.355633,2.163913,3.127252,6.643329,0.757067,0.201312,0.017785,0.079621,0.125491,0.444451,0.868659,8.288627
09/01/2017,1.139638,1.984424,2.930308,6.052267,0.712236,0.175664,0.017168,0.073652,0.1645,0.410831,0.841814,7.621795
10/01/2017,1.050775,2.099184,3.069397,6.215106,0.690239,0.168449,0.016716,0.068139,0.233141,0.426489,0.912934,7.829343
11/01/2017,1.068561,2.436589,3.00716,6.509279,0.696756,0.189462,0.017097,0.050016,0.221863,0.425788,0.904227,8.120863
12/01/2017,1.216143,3.189405,3.091848,7.493945,0.770824,0.206158,0.019866,0.048769,0.226411,0.438084,0.939289,9.217894
01/01/2018,1.333713,3.449318,3.123631,7.902846,0.780456,0.228534,0.017623,0.04861,0.233396,0.434949,0.963112,9.660353
02/01/2018,0.963373,2.798063,2.709388,6.469498,0.67738,0.227059,0.016488,0.055542,0.211429,0.389576,0.900094,8.058982
03/01/2018,0.941121,2.887197,3.16215,6.988165,0.700826,0.235797,0.017855,0.073682,0.241279,0.435592,1.004205,8.708219
04/01/2018,0.862523,2.425054,2.961339,6.246507,0.618237,0.256354,0.016051,0.086276,0.24098,0.410971,1.010632,7.885295
05/01/2018,0.993201,2.118751,3.103652,6.213992,0.703833,0.277591,0.018,0.096583,0.218392,0.438646,1.049213,7.981019
06/01/2018,1.160213,2.126993,3.091578,6.377393,0.728583,0.251634,0.017071,0.102289,0.225227,0.427779,1.024,8.144575
07/01/2018,1.311162,2.422953,3.165898,6.897771,0.757528,0.228858,0.017881,0.097262,0.149949,0.443861,0.937811,8.608243
08/01/2018,1.309108,2.384627,3.277189,6.969508,0.755713,0.20075,0.017858,0.095253,0.180948,0.44997,0.94478,8.687066
09/01/2018,1.119998,2.222859,2.975088,6.316728,0.676697,0.174752,0.017327,0.084683,0.168851,0.40853,0.854143,7.858451
10/01/2018,1.017036,2.354815,3.181012,6.55105,0.620995,0.17824,0.017001,0.072448,0.193234,0.431439,0.892362,8.074078
11/01/2018,1.081745,2.801195,3.054285,6.933894,0.668643,0.1998,0.017354,0.055746,0.200726,0.424073,0.8977,8.508863
12/01/2018,1.158339,3.094383,3.076665,7.326616,0.749177,0.207865,0.018579,0.048472,0.221611,0.434802,0.931328,9.017952
01/01/2019,1.159687,3.517031,3.105288,7.779213,0.770542,0.220797,0.018344,0.054195,0.2292,0.419519,0.942055,9.50321
02/01/2019,0.947908,3.100709,2.745222,6.793029,0.676594,0.199041,0.016784,0.057491,0.209664,0.388394,0.871374,8.35169
03/01/2019,0.932416,2.997667,3.064697,6.993816,0.680408,0.232964,0.018481,0.085705,0.237995,0.419015,0.994159,8.676575
04/01/2019,0.719761,2.274859,2.96506,5.958614,0.633374,0.232386,0.016501,0.097849,0.270861,0.405713,1.023309,7.62344
05/01/2019,0.850041,2.193648,3.096702,6.138788,0.701777,0.274114,0.017666,0.104477,0.236805,0.42716,1.060221,7.911164
06/01/2019,0.93146,2.185654,3.058343,6.173602,0.719355,0.241358,0.017632,0.112486,0.209184,0.416245,0.996905,7.902249
07/01/2019,1.155592,2.489028,3.179539,6.822421,0.754836,0.216397,0.018257,0.115613,0.200782,0.424451,0.9755,8.565331
08/01/2019,1.087598,2.519808,3.24132,6.847641,0.751826,0.189582,0.018231,0.111312,0.181145,0.432639,0.932908,8.546296
09/01/2019,0.995915,2.291748,2.991692,6.276925,0.688903,0.149279,0.017829,0.096647,0.221556,0.398617,0.883927,7.861755
10/01/2019,0.813314,2.405982,3.175188,6.392395,0.648551,0.14865,0.017029,0.086974,0.256614,0.414603,0.923871,7.977037
11/01/2019,0.899238,2.790282,3.030922,6.718634,0.670431,0.187383,0.015355,0.06446,0.233932,0.411039,0.91217,8.310673
