U.S. Energy Information Administration,,,,,,,,,,,,,,
February 2020 Monthly Energy Review,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Release Date: February 25, 2020",,,,,,,,,,,,,,
"Next Update: March 26, 2020",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Table 11.1 Carbon Dioxide Emissions From Energy Consumption by Source,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Month,"Coal, Including Coal Coke Net Imports, CO2 Emissions","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions",Aviation Gasoline CO2 Emissions,"Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions",Hydrocarbon Gas Liquids CO2 Emissions,Jet Fuel CO2 Emissions,Kerosene CO2 Emissions,Lubricants CO2 Emissions,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Petroleum Coke CO2 Emissions,Residual Fuel Oil CO2 Emissions,Other Petroleum Products CO2 Emissions,"Petroleum, Excluding Biofuels, CO2 Emissions",Total Energy CO2 Emissions
,(Million Metric Tons of Carbon Dioxide),(Million Metric Tons of Carbon Dioxide),(Million Metric Tons of Carbon Dioxide),(Million Metric Tons of Carbon Dioxide),(Million Metric Tons of Carbon Dioxide),(Million Metric Tons of Carbon Dioxide),(Million Metric Tons of Carbon Dioxide),(Million Metric Tons of Carbon Dioxide),(Million Metric Tons of Carbon Dioxide),(Million Metric Tons of Carbon Dioxide),(Million Metric Tons of Carbon Dioxide),(Million Metric Tons of Carbon Dioxide),(Million Metric Tons of Carbon Dioxide),(Million Metric Tons of Carbon Dioxide)
07/01/2012,170.053,111.14,0.217,45.728,4.993,18.293,0.002,0.747,92.157,6.366,7.02,9.173,184.697,466.892
08/01/2012,163.431,107.809,0.145,48.112,5.258,18.318,0.004,0.765,95.499,7.584,6.145,9.125,190.955,463.197
09/01/2012,138.432,96.89,0.153,45.808,4.987,16.611,0.054,0.716,86.635,6.681,5.577,7.341,174.563,410.855
10/01/2012,133.364,101.945,0.155,49.775,6.711,16.856,0.037,0.783,90.663,5.711,4.764,10.531,185.986,422.298
11/01/2012,139.993,116.444,0.107,48.043,7.332,16.652,0.039,0.818,85.78,6.746,4.796,10.336,180.649,438.057
12/01/2012,146.611,134.655,0.098,45.667,8.451,17.206,0.028,0.643,87.603,6.753,3,11.797,181.245,463.513
01/01/2013,149.794,155.476,0.119,52.454,9.51,16.333,0.138,0.887,87.084,7.477,5.223,8.558,187.783,494.027
02/01/2013,134.949,138.602,0.079,46.28,8.298,15.121,0.026,0.802,79.17,4.716,4.116,8.856,167.465,441.896
03/01/2013,140.96,136.012,0.125,48.261,8.479,17.358,0.191,0.884,90.15,5.409,6.749,8.129,185.734,463.681
04/01/2013,122.821,105.926,0.123,47.705,6.576,17.407,0.059,0.761,89.349,4.798,4.035,8.665,179.478,409.168
05/01/2013,130.252,94.203,0.162,47.903,5.562,18.179,0.015,0.896,94.215,7.356,3.734,10.451,188.473,413.903
06/01/2013,148.642,93.735,0.156,44.97,5.314,17.529,0.01,0.953,91.464,7.231,4.252,8.864,180.741,424.062
07/01/2013,163.634,103.688,0.175,46.009,5.043,19.263,0.012,0.851,95.586,6.934,5.569,11.418,190.86,459.157
08/01/2013,161.628,103.717,0.148,46.776,5.306,18.988,0.01,0.84,95.359,7.442,6.272,8.575,189.717,456.037
09/01/2013,144.787,95.018,0.111,45.468,6.067,17.08,0.048,0.805,90.27,7.218,5.495,11.322,183.884,424.633
10/01/2013,133.678,100.394,0.122,50.894,6.851,18.129,0.018,0.809,93.186,5.849,4.1,9.54,189.498,424.546
11/01/2013,132.718,124.878,0.152,47.552,8.497,17.23,0.004,0.673,90.046,7.04,5.358,10.878,187.429,445.969
12/01/2013,153.667,157.705,0.076,48.864,9.742,17.796,0.246,0.799,90.21,5.718,2.598,10.565,186.615,498.963
01/01/2014,166.02,173.975,0.104,55.756,10.838,16.999,0.234,0.731,86.177,8.403,4.976,7.701,191.918,532.894
02/01/2014,152.11,148.742,0.065,48.227,8.753,15.535,0.057,0.652,81.332,5.198,3.295,8.555,171.668,473.406
03/01/2014,145.155,138.631,0.129,51.852,8.087,17.855,0.03,1.012,90.843,3.418,2.764,8.704,184.694,469.46
04/01/2014,118.314,106.055,0.121,49.315,6.214,17.547,0.024,0.887,90.373,6.008,4.14,9.972,184.601,409.919
05/01/2014,129.302,97.775,0.143,50.373,4.994,17.446,0.025,0.903,94.05,7.046,3.457,9.439,187.876,415.934
06/01/2014,148.432,94.25,0.115,47.965,5.377,18.61,0.02,0.792,91.109,6.517,3.773,8.24,182.518,426.149
07/01/2014,161.891,101.622,0.189,49.238,5.054,19.421,0.149,0.96,96.433,7.916,3.881,9.077,192.318,456.812
08/01/2014,160.946,104.458,0.148,49.052,5.721,18.965,0.018,0.894,97.168,6.629,3.339,9.078,191.012,457.397
09/01/2014,138.679,97.733,0.122,48.25,6.078,17.866,0.226,0.974,88.987,7.645,4.126,10.478,184.75,422.112
10/01/2014,124.425,103.371,0.123,54.366,7.082,18.432,0.204,0.883,95.275,6.934,3.771,9.535,196.604,425.381
11/01/2014,131.182,127.677,0.111,48.175,8.59,17.798,0.077,0.927,89.855,7.408,5.031,9.267,187.239,447.047
12/01/2014,137.158,145.237,0.133,53.112,9.418,19.153,0.281,0.776,93.114,5.082,3.87,8.402,193.341,476.717
01/01/2015,142.559,169.931,0.086,54.135,10.182,17.134,0.032,1.067,90.031,7.712,4.509,8.284,193.172,506.638
02/01/2015,134.036,159.608,0.082,52.824,9.363,16.264,0.102,0.773,82.961,3.751,2.698,8.771,177.589,472.114
03/01/2015,118.126,141.195,0.095,52.135,8.447,19.288,0.143,1.061,94.348,7.196,4.035,8.767,195.516,455.812
04/01/2015,98.889,109.173,0.149,49.582,6.518,18.408,0.008,1.001,92.812,6.973,2.551,8.939,186.941,395.946
05/01/2015,114.865,100.923,0.145,47.844,5.813,18.928,0.259,1.109,96.33,7.32,3.599,11.489,192.835,409.599
06/01/2015,136.705,103.276,0.13,47.487,5.788,19.943,0.005,0.888,94.822,7.526,2.972,10.615,190.177,431.102
07/01/2015,150.87,112.465,0.192,49.353,5.896,20.562,0.011,1.091,98.617,7.628,4.989,11.126,199.466,463.777
08/01/2015,145.491,111.629,0.118,49.445,6.211,19.952,0.019,0.847,98.46,7.862,4.568,9.333,196.815,454.91
09/01/2015,128.645,103.345,0.115,49.654,5.295,18.495,0.008,0.86,93.483,5.228,3.966,8.513,185.616,418.55
10/01/2015,108.468,108.021,0.151,50.956,7.034,20.108,0.037,1.012,96.285,6.281,3.621,6.873,192.357,409.821
11/01/2015,99.587,122.41,0.097,46.013,7.227,18.372,0.016,0.702,91.678,5.656,4.459,9.14,183.36,406.302
12/01/2015,102.151,141.009,0.102,48.613,8.762,19.661,0.316,0.904,95.321,5.405,4.855,10.232,194.17,438.305
01/01/2016,123.417,168.715,0.08,49.161,10.121,18.056,0.025,0.947,90.11,7.278,4.695,9.5,189.973,483.092
02/01/2016,102.569,144.627,0.109,47.588,8.299,17.883,0.027,0.964,89.673,6.466,2.625,12.01,185.645,433.764
03/01/2016,83.145,128.291,0.104,50.122,7.602,19.269,0.132,0.995,97.555,6.974,5.537,9.33,197.619,410.042
04/01/2016,80.763,113.366,0.15,46.478,6.325,18.883,0.042,0.884,92.565,5.443,6.658,10.256,187.684,382.767
05/01/2016,91.741,106.85,0.122,46.843,5.842,19.658,0.1,0.922,97.967,5.284,4.956,8.951,190.645,390.223
06/01/2016,125.177,108.79,0.127,46.86,5.164,20.77,0.126,0.984,96.638,4.572,5.012,9.7,189.954,424.876
07/01/2016,145.2,118.946,0.13,44.753,5.541,21.429,0.136,0.799,99.595,6.18,6.502,9.046,194.111,459.243
08/01/2016,144.305,120.125,0.152,48.339,5.248,21.45,0.009,0.864,100.72,8.375,4.87,11.295,201.324,466.74
09/01/2016,123.226,105.863,0.113,47.265,5.742,19.716,0.17,0.845,95.505,5.283,3.75,9.887,188.276,418.32
10/01/2016,109.048,104.617,0.105,49.943,6.83,20.053,0.241,0.917,94.452,5.962,5.218,10.607,194.331,408.982
11/01/2016,97.1,117.493,0.12,47.582,7.108,19.681,0.024,0.817,92.783,8.994,4.529,8.865,190.504,406.052
12/01/2016,128.527,156.299,0.104,50.625,9.414,20.593,0.27,0.804,96.293,7.309,4.688,10.409,200.508,486.321
01/01/2017,124.55,158.683,0.101,47.646,10.145,19.789,0.303,0.947,88.245,8.066,8.278,9.693,193.213,477.388
02/01/2017,96.402,127.311,0.09,45.182,7.462,17.072,0.099,0.805,84.589,3.984,3.868,8.977,172.128,396.692
03/01/2017,98.13,137.255,0.11,52.269,8.37,20.879,0.029,0.999,97.023,3.472,4.896,11.196,199.244,435.572
04/01/2017,89.501,104.864,0.112,45.805,6.628,19.816,0.03,0.863,93.476,5.437,4.192,11.64,187.998,383.276
05/01/2017,101.585,102.654,0.126,49.488,6.059,20.792,0.036,0.915,99.21,6.651,5.466,10.339,199.082,404.263
06/01/2017,115.688,103.686,0.174,47.933,5.178,21.242,0.019,0.808,98.178,5.178,5.182,11.498,195.391,415.677
07/01/2017,136.074,116.352,0.137,45.599,5.884,21.599,0.006,0.808,99.821,8.682,4.398,10.945,197.878,451.247
08/01/2017,128.618,113.697,0.148,50.185,5.277,21.951,0.011,0.643,101.272,5.657,5.309,10.409,200.861,444.118
09/01/2017,108.433,104.222,0.102,47.762,5.761,19.614,0.172,0.773,94.212,6.453,4.48,9.852,189.181,402.748
10/01/2017,99.852,110.251,0.103,50.641,6.988,21.817,0.017,0.857,97.104,3.354,4.952,10.887,196.719,407.764
11/01/2017,101.652,128.107,0.112,50.88,8.168,20.32,0.04,0.826,91.218,7.352,5.849,10.333,195.099,425.77
12/01/2017,115.549,167.96,0.134,50.209,9.93,21.872,0.011,0.658,96.039,7.389,4.816,10.669,201.728,486.179
01/01/2018,126.31,181.823,0.103,57.48,11.619,19.536,0.444,0.736,90.976,6.518,4.961,10.855,203.226,512.301
02/01/2018,91.715,147.365,0.069,45.722,9.122,17.889,0.033,0.848,82.631,3.45,4.139,11.184,175.087,415.017
03/01/2018,89.673,152.017,0.141,53.106,9.216,21.254,0.076,0.922,98.591,5.619,3.616,12.056,204.596,447.228
04/01/2018,82.318,127.538,0.13,50.668,7.622,19.648,0.037,0.823,92.837,5.655,6.058,9.004,192.482,403.25
05/01/2018,94.706,111.276,0.133,53.236,5.994,20.987,0.097,0.717,98.577,5.865,4.532,9.777,199.915,406.838
06/01/2018,110.293,111.734,0.152,48.286,5.58,22.389,0.021,0.886,98.623,6.575,4.156,11.145,197.812,420.751
07/01/2018,124.464,127.375,0.176,50.094,6.475,22.091,0.028,0.893,100.139,6.205,5.309,9.743,201.153,453.935
08/01/2018,124.346,125.348,0.16,52.946,6.673,23.145,0.027,0.936,101.449,8.457,4.481,10.361,208.635,459.271
09/01/2018,106.632,116.799,0.099,49.144,6.751,20.54,0.005,0.669,92.247,7.469,5.175,7.983,190.082,414.425
10/01/2018,96.904,123.797,0.176,55.062,7.832,20.867,0.013,0.75,96.442,7.957,4.193,11.042,204.333,425.976
11/01/2018,102.811,147.462,0.078,51.499,9.707,21.173,0.016,0.794,93.333,5.029,5.08,10.298,197.006,448.191
12/01/2018,110.12,162.989,0.133,50.863,10.7,20.887,0.012,0.637,95.283,5.176,5.632,9.616,198.939,472.99
01/01/2019,110.132,185.38,0.116,55.59,12.144,20.298,0.33,0.786,90.96,5.495,4.664,9.469,199.852,496.307
02/01/2019,90.386,163.401,0.084,49.72,10.174,18.043,0.184,0.609,83.84,2.196,4.166,7.05,176.066,430.704
03/01/2019,89.049,157.865,0.133,52.629,9.735,21.287,0.052,0.471,95.254,6.205,3.327,9.731,198.823,446.68
04/01/2019,68.961,119.598,0.12,48.691,7.39,21.096,0.022,1.136,94.195,4.405,2.512,10.81,190.378,379.849
05/01/2019,81.264,115.259,0.17,51.042,6.83,22.188,0.015,0.762,97.389,6.265,3.004,11.851,199.516,396.981
06/01/2019,88.844,114.871,0.156,49.058,6.399,21.692,0.003,0.708,97.173,7.284,4.845,9.531,196.848,401.475
07/01/2019,109.81,130.905,0.203,49.42,7.164,22.926,0.014,0.916,98.555,7.761,5.232,9.326,201.518,443.176
08/01/2019,103.499,132.492,0.132,50.506,6.823,23.008,0.002,0.774,102.184,6.669,5.225,11.538,206.86,443.794
09/01/2019,94.729,120.467,0.149,47.982,7.285,20.374,0.057,0.677,92.232,5.37,4.009,10.754,188.89,404.998
10/01/2019,78.294,126.5,0.155,53.69,8.419,21.504,0.03,0.907,96.799,4.691,4.911,11.266,202.372,408.109
11/01/2019,86.202,146.879,0.125,51.519,9.539,20.609,0.153,0.722,92.129,6.598,3.258,10.922,195.573,429.567
