U.S. Energy Information Administration,,,,,,,,,
February 2020 Monthly Energy Review,,,,,,,,,
,,,,,,,,,
0,,,,,,,,,
,,,,,,,,,
"Release Date: February 25, 2020",,,,,,,,,
"Next Update: March 26, 2020",,,,,,,,,
,,,,,,,,,
Table 11.6 Carbon Dioxide Emissions From Energy Consumption: Electric Power Sector,,,,,,,,,
,,,,,,,,,
Month,Coal Electric Power Sector CO2 Emissions,Natural Gas Electric Power Sector CO2 Emissions,"Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions",Petroleum Coke Electric Power Sector CO2 Emissions,Residual Fuel Oil Electric Power Sector CO2 Emissions,Petroleum Electric Power Sector CO2 Emissions,Geothermal Energy Electric Power Sector CO2 Emissions,Non-Biomass Waste Electric Power Sector CO2 Emissions,Total Energy Electric Power Sector CO2 Emissions
,(Million Metric Tons of Carbon Dioxide),(Million Metric Tons of Carbon Dioxide),(Million Metric Tons of Carbon Dioxide),(Million Metric Tons of Carbon Dioxide),(Million Metric Tons of Carbon Dioxide),(Million Metric Tons of Carbon Dioxide),(Million Metric Tons of Carbon Dioxide),(Million Metric Tons of Carbon Dioxide),(Million Metric Tons of Carbon Dioxide)
05/01/2006,153.221,27.433,0.42,1.591,1.698,3.709,0.032,0.979,185.373
06/01/2006,166.169,34.204,0.48,1.78,2.647,4.907,0.031,0.948,206.259
07/01/2006,184.807,46.941,0.608,1.966,3.45,6.023,0.032,0.979,238.782
08/01/2006,186.844,45.669,0.691,1.852,4.54,7.083,0.032,0.979,240.607
09/01/2006,160.475,29.784,0.341,1.67,1.975,3.986,0.031,0.948,195.223
10/01/2006,159.328,28.661,0.404,1.693,2.214,4.311,0.032,0.979,193.312
11/01/2006,156.604,21.556,0.403,1.485,2.127,4.015,0.031,0.948,183.154
12/01/2006,170.779,22.528,0.45,1.534,1.853,3.837,0.032,0.979,198.154
01/01/2007,174.337,24.354,0.596,1.633,2.79,5.019,0.032,0.959,204.701
02/01/2007,159.772,23.131,1.057,1.291,4.704,7.052,0.029,0.866,190.851
03/01/2007,155.545,22.6,0.522,1.307,2.558,4.388,0.032,0.959,183.523
04/01/2007,144.038,24.617,0.407,1.276,2.445,4.129,0.031,0.928,173.742
05/01/2007,154.284,27.554,0.423,1.385,2.192,4.001,0.032,0.959,186.83
06/01/2007,170.559,34.118,0.512,1.598,2.74,4.85,0.031,0.928,210.487
07/01/2007,183.582,41.3,0.498,1.42,2.742,4.659,0.032,0.959,230.533
08/01/2007,188.407,52.659,0.713,1.475,3.75,5.937,0.032,0.959,247.995
09/01/2007,167.18,37.094,0.404,1.374,2.389,4.167,0.031,0.928,209.401
10/01/2007,159.36,32.8,0.468,1.229,2.256,3.952,0.032,0.959,197.103
11/01/2007,156.666,24.335,0.393,1.162,1.072,2.626,0.031,0.928,184.587
12/01/2007,173.557,27.056,0.493,1.45,1.615,3.557,0.032,0.959,205.161
01/01/2008,177.865,28.901,0.675,1.418,1.616,3.709,0.032,0.984,211.491
02/01/2008,163.114,23.864,0.5,1.311,1.302,3.113,0.03,0.92,191.043
03/01/2008,156.693,25.045,0.391,1.093,1.151,2.634,0.032,0.984,185.387
04/01/2008,144.524,25.512,0.391,1.193,1.305,2.889,0.031,0.952,173.908
05/01/2008,152.626,25.814,0.392,1.125,1.396,2.913,0.032,0.984,182.369
06/01/2008,168.239,36.133,0.566,1.378,2.341,4.285,0.031,0.952,209.64
07/01/2008,184.592,42.466,0.417,1.238,1.927,3.582,0.032,0.984,231.656
08/01/2008,179.993,41.429,0.369,1.299,1.621,3.289,0.032,0.984,225.728
09/01/2008,160.76,32.722,0.366,1.228,1.948,3.542,0.031,0.952,198.008
10/01/2008,150.605,29.609,0.323,1.296,1.173,2.793,0.032,0.984,184.022
11/01/2008,152.302,24.86,0.353,1.182,1.311,2.846,0.031,0.952,180.99
12/01/2008,168.073,25.897,0.561,1.188,1.854,3.603,0.032,0.984,198.589
01/01/2009,169.01,26.449,0.788,1.196,2.96,4.944,0.033,0.955,201.391
02/01/2009,138.457,24.603,0.468,1.091,1.181,2.74,0.03,0.863,166.692
03/01/2009,134.157,27.097,0.519,1.356,1.002,2.877,0.033,0.955,165.118
04/01/2009,125.161,24.465,0.328,1.208,0.847,2.383,0.032,0.924,152.964
05/01/2009,131.317,27.918,0.417,1.219,1.105,2.742,0.033,0.955,162.964
06/01/2009,147.22,34.82,0.396,1.22,1.161,2.777,0.032,0.924,185.772
07/01/2009,157.083,42.156,0.367,1.266,1.267,2.9,0.033,0.955,203.127
08/01/2009,161.543,45.538,0.393,1.225,1.497,3.115,0.033,0.955,211.183
09/01/2009,137.175,37.387,0.3,1.216,0.934,2.449,0.032,0.924,177.967
10/01/2009,138.952,29.099,0.344,0.748,1.052,2.143,0.033,0.955,171.182
11/01/2009,136.236,24.776,0.337,0.737,0.624,1.698,0.032,0.924,163.666
12/01/2009,164.564,28.204,0.433,0.982,0.629,2.044,0.033,0.955,195.8
01/01/2010,169.541,29.537,1.039,1.207,1.43,3.677,0.033,0.935,203.722
02/01/2010,149.732,25.952,0.36,1.136,0.525,2.021,0.03,0.845,178.58
03/01/2010,142.659,24.705,0.321,1.246,0.622,2.189,0.033,0.935,170.522
04/01/2010,125.288,25.479,0.296,1.078,0.601,1.975,0.032,0.905,153.679
05/01/2010,141.697,30.234,0.432,1.167,1.018,2.618,0.033,0.935,175.517
06/01/2010,163.128,38.131,0.517,1.375,1.559,3.45,0.032,0.905,205.646
07/01/2010,177.165,48.489,0.553,1.47,1.848,3.872,0.033,0.935,230.494
08/01/2010,176.655,50.968,0.451,1.15,1.511,3.112,0.033,0.935,231.704
09/01/2010,148.406,37.642,0.373,1.087,0.914,2.375,0.032,0.905,189.36
10/01/2010,132.129,30.811,0.326,1.009,0.575,1.911,0.033,0.935,165.819
11/01/2010,135.919,26.843,0.376,0.88,0.513,1.769,0.032,0.905,165.468
12/01/2010,165.3,30.528,0.784,1.143,1.021,2.948,0.033,0.935,199.744
01/01/2011,166.309,29.188,0.559,1.546,0.865,2.969,0.034,0.962,199.462
02/01/2011,135.738,26.152,0.385,1.219,0.507,2.111,0.03,0.869,164.9
03/01/2011,133.862,26.043,0.374,1.477,0.571,2.423,0.034,0.962,163.323
04/01/2011,123.65,28.164,0.419,0.939,0.686,2.043,0.032,0.931,154.82
05/01/2011,135.488,30.881,0.405,1.004,0.637,2.045,0.034,0.962,169.41
06/01/2011,155.016,37.765,0.403,1.223,0.646,2.271,0.032,0.931,196.015
07/01/2011,173.728,50.694,0.473,1.464,0.797,2.734,0.034,0.962,228.152
08/01/2011,169.987,49.767,0.345,1.316,0.681,2.343,0.034,0.962,223.092
09/01/2011,141.456,36.941,0.302,1.281,0.496,2.08,0.032,0.931,181.441
10/01/2011,128.32,31.04,0.309,0.933,0.49,1.731,0.034,0.962,162.087
11/01/2011,123.628,29.308,0.316,0.703,0.479,1.498,0.032,0.931,155.398
12/01/2011,135.527,33.18,0.368,1.021,0.478,1.867,0.034,0.962,171.569
01/01/2012,129.542,35.11,0.352,1.169,0.524,2.045,0.034,0.969,167.699
02/01/2012,115.247,34.877,0.282,0.927,0.394,1.604,0.032,0.906,152.665
03/01/2012,105.084,36.456,0.258,0.521,0.445,1.224,0.034,0.969,143.766
04/01/2012,94.674,38.626,0.29,0.484,0.416,1.191,0.033,0.937,135.462
05/01/2012,114.96,43.922,0.369,0.617,0.438,1.423,0.034,0.969,161.308
06/01/2012,131.167,47.572,0.362,0.666,0.676,1.703,0.033,0.937,181.412
07/01/2012,158.331,58.49,0.393,0.74,0.804,1.938,0.034,0.969,219.762
08/01/2012,151.36,54.282,0.308,0.779,0.584,1.671,0.034,0.969,208.316
09/01/2012,127.184,43.384,0.269,0.731,0.438,1.438,0.033,0.937,172.976
10/01/2012,121.741,36.176,0.289,0.667,0.471,1.428,0.034,0.969,160.346
11/01/2012,127.974,31.355,0.309,0.695,0.421,1.425,0.033,0.937,161.725
12/01/2012,133.974,32.434,0.354,0.689,0.435,1.478,0.034,0.969,168.888
01/01/2013,137.055,34.294,0.459,0.961,0.763,2.182,0.034,0.941,174.506
02/01/2013,122.562,30.857,0.305,0.844,0.506,1.655,0.031,0.85,155.955
03/01/2013,128.606,32.778,0.291,0.912,0.437,1.64,0.034,0.941,163.999
04/01/2013,110.959,30.64,0.3,0.841,0.443,1.585,0.033,0.91,144.127
05/01/2013,118.029,33.337,0.353,1.194,0.437,1.984,0.034,0.941,154.325
06/01/2013,137.026,39.974,0.295,1.214,0.467,1.975,0.033,0.91,179.919
07/01/2013,151.952,49.416,0.446,1.219,0.677,2.343,0.034,0.941,204.685
08/01/2013,149.701,48.842,0.28,1.266,0.504,2.05,0.034,0.941,201.568
09/01/2013,132.785,40.751,0.272,1.146,0.434,1.852,0.033,0.91,176.332
10/01/2013,121.075,34.547,0.275,1.058,0.432,1.765,0.034,0.941,158.363
11/01/2013,120.445,32.614,0.325,0.833,0.396,1.555,0.033,0.91,155.558
12/01/2013,141.155,36.308,0.452,1.023,0.588,2.063,0.034,0.941,180.501
01/01/2014,153.85,36.133,2.085,1.204,2.123,5.411,0.035,0.945,196.375
02/01/2014,140.102,30.036,0.565,0.989,0.769,2.323,0.032,0.854,173.347
03/01/2014,132.664,30.554,0.611,1.16,0.877,2.648,0.035,0.945,166.847
04/01/2014,106.751,29.885,0.276,0.805,0.419,1.5,0.034,0.915,139.085
05/01/2014,117.672,35.211,0.347,1.083,0.369,1.799,0.035,0.945,155.662
06/01/2014,136.577,39.228,0.287,1.125,0.397,1.809,0.034,0.915,178.563
07/01/2014,149.776,45.901,0.277,1.042,0.48,1.799,0.035,0.945,198.458
08/01/2014,148.995,48.871,0.297,1.045,0.5,1.841,0.035,0.945,200.688
09/01/2014,126.983,41.961,0.296,1.027,0.411,1.734,0.034,0.915,171.627
10/01/2014,112.3,38.286,0.275,0.615,0.398,1.288,0.035,0.945,152.855
11/01/2014,118.837,32.703,0.346,0.79,0.383,1.519,0.034,0.915,154.008
12/01/2014,124.629,34.8,0.348,1.181,0.372,1.902,0.035,0.945,162.311
01/01/2015,130.437,38.995,0.537,1.107,0.869,2.513,0.036,0.94,172.921
02/01/2015,122.642,35.544,1.556,1.16,2.072,4.787,0.032,0.849,163.855
03/01/2015,106.569,38.838,0.351,0.772,0.424,1.547,0.036,0.94,147.929
04/01/2015,88.604,36.38,0.261,0.822,0.406,1.489,0.034,0.91,127.417
05/01/2015,104.351,40.213,0.347,0.964,0.385,1.695,0.036,0.94,147.236
06/01/2015,125.945,48.544,0.324,0.871,0.438,1.632,0.034,0.91,177.065
07/01/2015,139.816,57.262,0.307,1.173,0.578,2.058,0.036,0.94,200.112
08/01/2015,134.744,56.223,0.289,1.105,0.512,1.906,0.036,0.94,193.848
09/01/2015,118.291,49.011,0.264,1.061,0.451,1.777,0.034,0.91,170.023
10/01/2015,97.946,43.346,0.261,0.854,0.419,1.534,0.036,0.94,143.801
11/01/2015,89.391,40.126,0.334,0.737,0.451,1.521,0.034,0.91,131.983
12/01/2015,91.742,42.119,0.318,0.784,0.392,1.494,0.036,0.94,136.331
01/01/2016,113.674,42.387,0.524,0.961,0.524,2.009,0.035,0.951,159.057
02/01/2016,92.684,37.771,0.384,0.937,0.566,1.887,0.033,0.89,133.266
03/01/2016,73.085,40.765,0.292,1.041,0.337,1.67,0.035,0.951,116.506
04/01/2016,71.641,39.34,0.267,1.096,0.341,1.704,0.034,0.921,113.64
05/01/2016,82.477,44.011,0.336,1.035,0.375,1.746,0.035,0.951,129.221
06/01/2016,115.716,53.096,0.294,1.075,0.429,1.799,0.034,0.921,171.565
07/01/2016,135.815,62.387,0.337,1.137,0.666,2.14,0.035,0.951,201.329
08/01/2016,135.181,63.007,0.318,1.192,0.633,2.143,0.035,0.951,201.318
09/01/2016,114.133,50.082,0.265,1.081,0.426,1.771,0.034,0.921,166.941
10/01/2016,99.929,40.694,0.263,0.711,0.462,1.436,0.035,0.951,143.046
11/01/2016,88.143,36.235,0.343,0.862,0.364,1.57,0.034,0.921,126.903
12/01/2016,118.928,36.734,0.393,0.953,0.446,1.792,0.035,0.951,158.441
01/01/2017,115.302,36.117,0.387,1.056,0.424,1.867,0.036,0.907,154.229
02/01/2017,87.114,31.134,0.294,0.793,0.362,1.449,0.032,0.819,120.549
03/01/2017,88.704,36.789,0.335,0.748,0.363,1.446,0.036,0.907,127.882
04/01/2017,80.424,34.296,0.27,0.472,0.354,1.097,0.034,0.878,116.729
05/01/2017,92.379,38.283,0.333,0.945,0.402,1.681,0.036,0.907,133.284
06/01/2017,106.825,46.544,0.291,0.994,0.451,1.736,0.034,0.878,156.017
07/01/2017,126.7,59.18,0.281,0.971,0.404,1.656,0.036,0.907,188.477
08/01/2017,119.449,55.904,0.266,0.845,0.461,1.573,0.036,0.907,177.868
09/01/2017,99.32,46.99,0.285,0.789,0.407,1.481,0.034,0.878,148.703
10/01/2017,90.832,42.249,0.301,0.645,0.42,1.366,0.036,0.907,135.389
11/01/2017,92.489,36.448,0.31,0.832,0.35,1.492,0.034,0.878,131.341
12/01/2017,106.133,42.978,0.648,0.836,0.785,2.27,0.036,0.907,152.323
01/01/2018,117.367,43.002,2.218,1.09,1.819,5.127,0.036,0.907,166.438
02/01/2018,82.925,37.741,0.278,0.883,0.324,1.485,0.032,0.819,123.003
03/01/2018,80.513,41.371,0.303,0.732,0.321,1.356,0.036,0.907,124.182
04/01/2018,73.36,38.48,0.328,0.78,0.35,1.458,0.034,0.878,114.211
05/01/2018,85.56,46.336,0.396,0.596,0.391,1.383,0.036,0.907,134.222
06/01/2018,101.456,52.05,0.378,0.94,0.434,1.752,0.034,0.878,156.17
07/01/2018,115.44,66.874,0.304,1.052,0.434,1.79,0.036,0.907,185.047
08/01/2018,115.289,64.791,0.325,1.016,0.462,1.803,0.036,0.907,182.826
09/01/2018,97.542,56.269,0.305,0.928,0.487,1.72,0.034,0.878,156.443
10/01/2018,87.58,48.515,0.328,0.648,0.434,1.409,0.036,0.907,138.446
11/01/2018,93.601,41.713,0.377,0.779,0.373,1.529,0.034,0.878,137.755
12/01/2018,100.661,41.681,0.357,0.919,0.338,1.614,0.036,0.907,144.898
01/01/2019,101.147,46.001,0.469,0.945,0.515,1.929,0.036,0.907,150.019
02/01/2019,81.561,42.465,0.278,0.822,0.296,1.396,0.032,0.819,126.273
03/01/2019,79.799,43.645,0.287,0.767,0.307,1.361,0.036,0.907,125.748
04/01/2019,60.562,40.223,0.253,0.521,0.31,1.084,0.034,0.878,102.781
05/01/2019,72.483,45.479,0.317,0.852,0.372,1.541,0.036,0.907,120.446
06/01/2019,80.194,54.281,0.318,0.62,0.404,1.341,0.034,0.878,136.729
07/01/2019,101.415,69.639,0.311,0.872,0.449,1.632,0.036,0.907,173.629
08/01/2019,95.021,70.463,0.31,0.792,0.48,1.582,0.036,0.907,168.009
09/01/2019,86.452,59.884,0.283,0.736,0.402,1.421,0.034,0.878,148.669
10/01/2019,67.823,52.505,0.296,0.206,0.399,0.901,0.036,0.907,122.17
11/01/2019,76.007,44.913,0.307,0.368,0.358,1.033,0.034,0.878,122.865
