U.S. Energy Information Administration,,,,,,,,,,,,,
February 2020 Monthly Energy Review,,,,,,,,,,,,,
,,,,,,,,,,,,,
0,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Release Date: February 25, 2020",,,,,,,,,,,,,
"Next Update: March 26, 2020",,,,,,,,,,,,,
,,,,,,,,,,,,,
Table 7.2b Electricity Net Generation: Electric Power Sector,,,,,,,,,,,,,
,,,,,,,,,,,,,
Month,"Electricity Net Generation From Coal, Electric Power Sector","Electricity Net Generation From Petroleum, Electric Power Sector","Electricity Net Generation From Natural Gas, Electric Power Sector","Electricity Net Generation From Other Gases, Electric Power Sector","Electricity Net Generation From Nuclear Electric Power, Electric Power Sector","Electricity Net Generation From Hydroelectric Pumped Storage, Electric Power Sector","Electricity Net Generation From Conventional Hydroelectric Power, Electric Power Sector","Electricity Net Generation From Wood, Electric Power Sector","Electricity Net Generation From Waste, Electric Power Sector","Electricity Net Generation From Geothermal, Electric Power Sector","Electricity Net Generation From Solar, Electric Power Sector","Electricity Net Generation From Wind, Electric Power Sector","Electricity Net Generation Total (including from sources not shown), Electric Power Sector"
,(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours)
08/01/2004,176372.529,10585.18,70521.528,292.727,71068.483,-817.999,21364.174,888.565,1115.192,1257.163,72.846,1050.719,354508.524
09/01/2004,162593.099,8266.733,60912.066,313.824,65932.057,-769.637,20206.461,819.031,1060.636,1188.383,60.632,1089.615,322329.232
10/01/2004,155903.778,7270.965,50715.801,285.772,62530.352,-703.186,18564.343,821.072,1072.483,1276.349,33.521,1028.873,299475.998
11/01/2004,155766.731,6427.659,43152.602,305.557,58940.863,-664.846,20580.649,784.625,1075.963,1212.013,15.342,932.203,289207.933
12/01/2004,174942.182,9400.145,44206.362,290.024,68616.627,-649.768,25797.379,916.965,1100.714,1256.009,7.758,1172.009,327774.834
01/01/2005,175247.522,11527.956,44878.568,302.052,69828.239,-725.387,23922.186,896.123,1069.189,1252.144,8.668,1131.569,329895.647
02/01/2005,154168.211,6845.047,38991.53,300.455,60946.934,-345.608,21331.317,835.301,946.057,1063.014,13.082,966.482,286565.978
03/01/2005,161863.022,7872.84,45469.895,378.351,61538.53,-496.889,22632.35,906.814,1080.622,1204.252,38.157,1560.626,304624.161
04/01/2005,141460.358,6485.738,45942.591,328.152,55484.01,-337.538,22771.14,716.688,1040.87,1187.134,58.263,1697.504,277402.053
05/01/2005,152345.331,6322.758,48412.051,327.788,62970.464,-466.254,27003.462,787.425,1144.72,1264.308,81.153,1746.43,302523.265
06/01/2005,173147.214,10359.585,68531.965,300.763,66144.275,-414.615,26480.081,857.679,1118.968,1248.056,88.476,1796.924,350246.49
07/01/2005,184212.948,12490.993,88976.827,298.774,71070.011,-624.662,25662.08,980.03,1168.419,1272.697,72.329,1420.942,387629.704
08/01/2005,185729.956,14027.617,92876.74,288.917,71381.55,-623.097,21342.963,995.073,1138.054,1253.785,75.845,1138.032,390257.782
09/01/2005,169922.065,11857.298,67093.384,290.055,66738.979,-680.144,17143.174,918.48,1074.053,1222.659,61.108,1468.347,337681.474
10/01/2005,160731.395,9728.024,50865.467,311.686,61235.597,-611.21,17781.249,858.296,1020.758,1247.204,37.665,1446.19,305200.52
11/01/2005,157091.052,6445.689,43987.558,304.693,62912.709,-554.21,19124.366,861.102,1095.724,1219.61,12.755,1609.691,294691.132
12/01/2005,176134.804,12518.307,47802.35,345.469,71735.067,-678.175,21845.408,956.876,1133.649,1256.88,2.793,1827.814,335473.688
01/01/2006,167478.176,5689.891,36949.147,343.103,71911.532,-532.829,27067.062,924.575,1192.601,1229.567,12.935,2382.633,315253.774
02/01/2006,157015.046,4525.106,41293.567,302.383,62615.654,-446.518,24469.271,862.242,1094.457,1110.817,19.533,1921.958,295332.874
03/01/2006,159588.963,3622.57,48452.683,348.749,63720.849,-435.173,24402.03,898.876,1186.85,1261.29,33.404,2358.632,306041.06
04/01/2006,139729.958,4348.614,50049.901,343.651,57567.204,-587.331,28360.99,685.351,1053.356,1129.089,52.074,2471.762,285788.326
05/01/2006,155290.028,4075,58634.869,414.466,62775.701,-444.378,30627.686,759.437,1170.82,1095.602,70.735,2458.683,317522.038
06/01/2006,167906.785,5427.764,74183.973,374.524,68391.472,-423.163,29571.103,841.141,1154.57,1199.177,69.702,2051.766,351360.363
07/01/2006,185951.209,6648.414,100468.983,378.48,72186.494,-637.767,25216.498,919.135,1216.424,1261.352,61.656,1955.064,396262.703
08/01/2006,187576.335,7970.018,98905.403,411.917,72016.095,-694.881,21545.687,975.727,1209.891,1288.959,82.993,1655.187,393588.836
09/01/2006,159899.187,4289.518,65915.722,334.578,66642.327,-628.94,16996.491,870.789,1134.446,1219.458,53.99,1879.144,319180.626
10/01/2006,159674.126,4595.537,63532.326,330.61,57509.306,-506.995,16773.581,850.077,1150.172,1275.227,32.283,2442.13,308218.134
11/01/2006,157817.29,4393.661,46949.934,331.083,61392.321,-552.544,19903.375,852.275,1173.183,1207.438,15.686,2540.489,296571.461
12/01/2006,171810.042,4122.143,49080.366,339.983,70489.681,-667.323,21320.148,901.857,1190.661,1290.052,2.713,2471.69,322956.851
01/01/2007,174252.799,5573.683,53808.57,375.015,74006.184,-571.563,25853.423,1144.975,1184.001,1295.617,12.842,2452.315,339968.334
02/01/2007,162199.173,8427.406,51626.42,312.291,65224.794,-446.964,18419.99,844.965,1037.379,1122.49,19.244,2519.793,311810.434
03/01/2007,158273.044,4988.035,50025.564,344.549,64305.153,-458.17,23969.348,838.875,1181.665,1204.13,48.488,3047.092,308330.666
04/01/2007,144798.894,4673.213,54126.274,314.896,57301.424,-373.845,23694.39,727.135,1081.385,1157.975,54.464,3171.703,291254.202
05/01/2007,155991.34,4474.645,59991.154,315.916,65024.555,-546.955,25867.369,792.926,1164.936,1154.708,84.192,2952.341,317825.644
06/01/2007,171993.816,5417.058,74887.707,330.828,68923.074,-522.707,22690.273,887.723,1209.221,1238.178,84.458,2620.416,350338.575
07/01/2007,183483.472,5141.653,90156.891,338.932,72738.535,-594.694,22387.101,938.727,1248.217,1250.382,85.793,2158.372,379914.11
08/01/2007,188516.118,6815.204,113394.841,340.802,72750.91,-650.678,19864.682,962.285,1253.263,1254.578,75.163,2699.365,407865.177
09/01/2007,167888.405,4650.261,81510.923,321.515,67578.578,-743.432,14665.919,905.698,1219.704,1217.726,68.212,2866.722,342712.535
10/01/2007,160696.139,4446.107,71320.587,378.881,61689.542,-760.235,14696.096,868.053,1227.616,1264.546,49.233,3376.54,319829.8
11/01/2007,157935.6,2835.109,54031.424,331.722,64899.278,-661.727,15554.257,881.84,1225.121,1210.973,24.302,3095.036,301907.425
12/01/2007,172361.497,3863.941,59871.551,336.784,71982.726,-565.382,18179.868,918.085,1261.796,1265.909,5.402,3490.232,333586.346
01/01/2008,181336.696,4145.073,65196.676,293.022,70734.57,-745.514,20611.016,959.886,1228.848,1208.838,16.288,4273.185,349836.222
02/01/2008,165343.004,3376.785,53459.813,247.146,65130.385,-451.129,18626.748,872.198,1168.911,1086.683,35.838,3851.749,313291.799
03/01/2008,159283.729,2855.927,55499.442,274.09,64716.468,-552.974,21484.681,884.995,1285.34,1250.801,74.593,4782.02,312409.957
04/01/2008,145586.621,3141.496,56765.074,280.431,57332.716,-131.7,22050.355,754.395,1301.5,1218.121,94.132,5225.282,294202.549
05/01/2008,153472.66,3154.704,55664.508,312.022,64825.901,-586.857,27045.787,752.642,1282.856,1258.915,98.735,5340.284,313215.568
06/01/2008,169600.094,4676.269,77684.894,324.926,70319.366,-371.618,29043.352,883.452,1308.642,1260.302,128.152,5140.376,360611.979
07/01/2008,185208.307,3904.348,92534.204,342.352,74318.27,-799.08,25428.544,987.689,1384.095,1278.754,110.868,4008.401,389317.581
08/01/2008,179081.504,3553.728,92025.284,315.727,72617.066,-647.864,21111.171,982.5,1324.935,1272.715,105.272,3264.406,375611.66
09/01/2008,159933.077,3888.301,73270.237,192.972,67053.867,-517.254,16080.543,894.18,1246.066,1233.687,92.588,3111.452,327021.476
10/01/2008,150463.61,3030.362,66623.548,221.199,62820.353,-496.943,15371.753,801.727,1286.443,1276.855,60.238,4756.401,306769.102
11/01/2008,153016.19,3104.537,55481.553,171.812,63408.145,-489.183,15545.903,910.693,1253.203,1233.292,28.845,4993.646,299221.881
12/01/2008,166512.092,4049.69,58166.278,224.004,72931.328,-497.946,20695.686,953.304,1307.881,1261.013,18.686,6615.899,332839.162
01/01/2009,170625.513,5735.916,59968.604,219.738,74102.489,-501.48,23316.494,989.683,1256.06,1288.81,7.19,5950.812,343516.097
02/01/2009,139742.743,2998.896,56163.926,212.652,64227.211,-413.424,17662.097,902.583,1178.422,1167.779,30.442,5852.151,290220.812
03/01/2009,134313.758,3076.896,61836.789,239.753,67240.567,-314.985,21623.957,862.381,1343.15,1300.335,78.103,7099.043,299257.154
04/01/2009,124802.774,2557.206,55300.721,231.11,59408.407,-272.198,25570.066,721.423,1334.147,1222.104,99.411,7457.674,278993.974
05/01/2009,130526.754,2964.667,62125.224,233.621,65395.452,-348.823,29364.088,749.064,1322.9,1235.186,110.419,6261.944,300495.722
06/01/2009,146844.98,2993.508,77591.126,252.839,69734.736,-226.41,29055.461,927.844,1357.896,1208.799,103.407,5599.407,336010.537
07/01/2009,156943.112,3110.772,94487.312,288.219,72948.979,-491.31,23242.949,976.451,1417.205,1255.4,121.182,4954.93,359841.651
08/01/2009,161916.545,3390.51,101635.828,277.981,72244.597,-612.532,19443.567,1021.358,1395.229,1251.219,116.285,5464.46,368138.717
09/01/2009,135949.798,2606.674,84942.066,297.752,65751.794,-348.039,17262.643,891.407,1301.313,1216.783,94.99,4650.692,315162.77
10/01/2009,138667.06,2339.805,65852.375,279.764,58020.927,-385.127,19552.09,825.045,1314.946,1221.079,68.098,6813.608,295092.539
11/01/2009,135643.906,1846.265,56734.611,255.736,59069.208,-329.53,20864.873,866.176,1345.062,1273.265,40.401,6875.162,285011.875
12/01/2009,165146.083,2189.912,64367.07,268.641,70710.218,-383.487,24547.608,1004.498,1387.515,1367.9,21.208,6906.041,338095.449
01/01/2010,171660.23,4110.642,66846.916,275.419,72569.341,-564.946,22207.396,1010.895,1294.079,1311.84,9.838,6853.068,348128.123
02/01/2010,151461.095,2165.584,59555.87,247.282,65245.37,-350.643,20421.122,926.439,1206.59,1159.038,32.766,5430.995,307993.573
03/01/2010,142664.919,2299.006,56491.681,274.753,64634.721,-324.588,20690.727,939.278,1391.002,1306.596,75.858,8587.545,299570.778
04/01/2010,125614.64,2108.936,58123.504,272.972,57611.073,-335.277,18898.49,836.766,1334.212,1240.251,112.093,9762.845,276121.274
05/01/2010,141669.249,2801.33,66862.133,279.118,66658.365,-440.745,24903.212,829.926,1359.219,1310.548,152.91,8696.024,315655.68
06/01/2010,163912.106,3792.107,85033.288,264.579,68301.322,-471.738,29710.671,954.839,1409.413,1263.676,175.107,8047.996,362984.971
07/01/2010,177777.932,4199.306,106960.747,267.156,71913.468,-557.093,24405.175,1060.589,1419.061,1273.616,160.517,6722.928,396195.408
08/01/2010,175848.474,3375.316,112960.941,248.971,71574.103,-600.278,20019.365,1074.386,1412.837,1296.912,155.55,6684.777,394650.743
09/01/2010,147157.217,2608.186,85497.765,240.392,69371.195,-421.284,17187.552,973.715,1364.429,1252.569,136.867,7104.319,333057.44
10/01/2010,130662.656,2037.048,70876.258,170.251,62750.833,-437.7,17561.478,886.688,1330.059,1222,74.937,7942.198,295646.044
11/01/2010,133815.364,1879.483,62305.479,218.91,62655.206,-466.993,19425.593,933.898,1412.355,1252.33,76.341,9745.848,293833.369
12/01/2010,165493.662,3301.781,69874.833,207.676,73683.304,-529.847,23024.143,1018.366,1443.03,1329.837,42.83,9057.633,348548.635
01/01/2011,169390.428,3229.362,66932.337,242.87,72742.813,-659.194,25386.279,980.674,1247.065,1346.945,37.317,8547.185,350000.667
02/01/2011,137082.332,2255.24,59379.823,207.305,64789.078,-412.649,23969.663,885.825,1179.944,1215.006,80.875,10447.502,301631.878
03/01/2011,133583.554,2525.729,59361.715,251.557,65661.598,-348.692,30944.533,897.456,1298.874,1337.484,116.353,10540.223,306808.038
04/01/2011,123271.719,2257.015,63256.726,243.614,54547.338,-465.589,31007.715,705.119,1250.993,1239.063,155.268,12416.544,290519.298
05/01/2011,135820.363,2218.093,68174.639,241.533,57012.914,-416.908,32386.101,759.88,1295.63,1317.548,180.639,11767.314,311402.504
06/01/2011,156716.15,2438.455,83426.133,259.168,65270.134,-567.088,31998.723,935.771,1364.62,1214.562,210.369,10980.752,354928.705
07/01/2011,175129.232,3005.887,111502.21,262.145,72344.85,-707.662,31173.148,1047.808,1413.456,1269.04,180.582,7485.665,404801.734
08/01/2011,169798.386,2449.307,111539.534,264.029,71338.566,-692.329,25665.968,1038.275,1407.162,1274.632,217.653,7470.655,392441.199
09/01/2011,139648.363,2271.616,84299.595,252.309,66848.854,-583.392,21254.039,916.361,1319.042,1225.547,177.315,6865.5,325112.596
10/01/2011,125441.682,1894.066,71962.168,240.409,63336.97,-600.542,19659.526,807.071,1354.498,1280.628,151.2,10519.093,296675.513
11/01/2011,120322.853,1632.438,68262.278,227.475,64473.88,-457.754,20532.639,799.611,1402.9,1271.218,103.049,12431.199,291639.368
12/01/2011,131685.671,2024.952,78193.218,246.711,71837.372,-508.719,23552.188,958.769,1455.315,1324.395,116.662,10649.244,322224.71
01/01/2012,127873.502,2132.002,83122.265,262.924,72381.186,-348.465,22829.56,971.403,1353.207,1263.252,91.177,13624.289,326186.446
02/01/2012,112773.619,1672.38,83307.869,255.979,63847.023,-236.66,20040.899,912.18,1249.808,1193.33,129.102,11045.455,296790.212
03/01/2012,104410.422,1303.815,85000.984,261.003,61728.613,-280.701,25672.166,892.487,1353.427,1285.149,221.34,14019.244,296497.938
04/01/2012,95284.3,1286.544,87748.036,254.327,55870.931,-265.273,26113.365,715.886,1317.045,1248.299,304.907,12701.961,283181.82
05/01/2012,114929.688,1526.776,99625.294,244.059,62081.445,-370.778,28427.488,813.215,1386.077,1303.996,445.155,12535.01,323599.246
06/01/2012,130147.235,1839.836,107684.977,253.147,65140.085,-506.741,26481.879,934.635,1369.108,1277.48,507.994,11966.928,347760.066
07/01/2012,159177.892,2086.49,130133.133,265.669,69129.329,-618.974,26351.88,1046.939,1443.856,1320.648,491.553,8817.833,400314.714
08/01/2012,150940.993,1820.821,123159.522,266.105,69602.111,-528.912,22880.059,1059.636,1432.186,1303.839,444.966,8465.203,381493.627
09/01/2012,124495.93,1595.332,100267.03,231.716,64510.882,-430.544,17442.932,948.934,1362.205,1299.983,438.986,8785.174,321586.063
10/01/2012,119952.488,1556.107,84207.048,224.996,59743.218,-378.213,16306.084,875.631,1422.149,1329.149,415.015,12628.36,298905.101
11/01/2012,127647.76,1514.587,72601.394,211.251,56712.757,-408.968,18517.724,911.16,1388.559,1347.052,335.154,11642.313,293046.324
12/01/2012,132923.026,1737.065,75933.53,253.195,68583.669,-576.268,22795.464,968.257,1477.731,1390.249,338.691,14516.935,320996.338
01/01/2013,136952.224,2501.174,80389.223,384.801,71405.817,-464.948,24501.076,1011.514,1379.76,1381.88,299.864,14729.376,335061.733
02/01/2013,122483.696,1817.759,72969.846,324.65,61483.385,-319.58,20051.157,891.043,1231.486,1236.235,416.872,14068.169,297198.48
03/01/2013,129469.24,1779.261,76764.98,318.032,62947.389,-462.214,20227.724,987.493,1446.233,1378.216,596.287,15747.704,311827.945
04/01/2013,110786.244,1668.736,70626.388,322.021,56766.882,-292.192,24842.499,776.113,1357.199,1274.158,639.869,17468.26,286806.613
05/01/2013,118379.725,2148.6,76243.906,367.403,62848.155,-334.035,28117.624,917.881,1452.128,1307.711,723.667,16229.626,309027.663
06/01/2013,137160.145,2098.348,91671.51,348.538,66429.69,-358.223,27051.113,993.19,1403.504,1278.254,839.25,13741.551,343286.221
07/01/2013,151653.145,2553.012,111958.904,380.894,70539.238,-340.468,26929.155,1092.573,1450.307,1336.882,799.39,11088.176,380108.233
08/01/2013,148288.398,2196.618,112603.19,376.359,71344.379,-464.51,21389.403,1201.893,1494.35,1322.436,913.539,9629.477,370943.02
09/01/2013,132046.768,1971.739,94193.41,372.785,65798.971,-438.55,16719.154,1088.986,1391.266,1299.3,916.882,11667.873,327638.094
10/01/2013,119942.622,1808.588,80871.842,404.629,63183.533,-372.598,16957.971,1040.149,1392.628,1363.499,954.478,13626.692,301782.239
11/01/2013,119857.61,1695.943,76366.521,366.519,64975.456,-413.042,17468.531,1108.319,1432.796,1230.481,798.631,15789.997,301287.326
12/01/2013,140702.679,2269.884,84289.053,355.614,71293.578,-420.673,20803.04,1193.339,1486.327,1365.619,825.754,13954.808,338747.758
01/01/2014,155916.303,6784.053,82969.115,266.09,73162.609,-289.685,21510.051,1272.916,1490.44,1355.016,734.035,17894.628,363645.402
02/01/2014,142217.613,2577.787,68729.632,210.834,62638.95,-445.152,17288.943,1149.933,1384.642,1206.13,813.912,13996.556,312275.82
03/01/2014,135290.235,2998.752,70517.286,214.779,62397.08,-421.403,24138.771,1291.08,1514.03,1337.666,1286.46,17722.091,318914.085
04/01/2014,108278.679,1583.358,69583.346,230.624,56384.588,-378.109,25309.511,1039.605,1466.149,1313.535,1452.902,18621.253,285453.096
05/01/2014,117738.378,1870.214,81644.871,282.722,62947.43,-600.752,26410.381,1006.68,1519.914,1332.361,1710.134,15590.568,312071.582
06/01/2014,136469.816,1845.144,90902.463,257.422,68138.232,-653.046,25640.481,1316.899,1490.824,1293.375,1882.789,15786.207,344988.334
07/01/2014,148472.187,1867.476,106695.52,282.972,71940.126,-544.656,24264.937,1374.42,1574.071,1319.572,1748.222,12176.417,371817.35
08/01/2014,147328.991,1872.887,113909.793,315.163,71128.746,-840.357,19708.479,1371.635,1525.563,1329.209,1838.701,10162.132,370304.205
09/01/2014,125061.692,1777.295,98690.158,298.07,67534.5,-541.876,15985.802,1287.625,1438.709,1307.519,1795.427,11509.814,326755.999
10/01/2014,110322.186,1367.937,90053.412,334.352,62390.988,-447.609,17063.468,1238.377,1392.559,1345.091,1679.931,14492.259,301846.823
11/01/2014,118117.548,1576.886,76710.62,301.603,65140.185,-531.042,18523.868,1330.701,1372.826,1362.469,1350.916,18847.512,304738.001
12/01/2014,123560.732,1921.1,82766.11,363.469,73362.548,-479.861,22201.519,1346.807,1431.863,1374.999,1010.708,14696.468,324192.576
01/01/2015,131430.696,2788.886,93449.617,394.292,74269.974,-551.05,24014.015,1307.112,1410.644,1361.915,1134.15,15146.256,346757.802
02/01/2015,126023.568,6073.587,84206.929,328.736,63461.493,-456.06,22178.869,1233.983,1260.97,1260.099,1459.34,14907.638,322472.692
03/01/2015,107471.004,1644.007,92110.335,326.756,64546.799,-409.305,24147.991,1227.271,1393.227,1393.994,2037.34,15292.972,311740.559
04/01/2015,88146.966,1570.169,85827.666,289.745,59784.495,-214.411,22330.535,1024.835,1401.609,1272.428,2337.816,17850.459,282197.271
05/01/2015,103671.569,1793.702,94123.961,338.099,65826.525,-370.209,19995.428,1092.983,1482.5,1390.151,2456.089,17136.383,309552.131
06/01/2015,124677.117,1722.848,113390.101,298.568,68516.165,-397.811,20296.62,1243.807,1473.026,1301.608,2512.027,13409.566,349067.336
07/01/2015,138060.486,2185.419,132265.889,310.544,71412.176,-513.417,20895.901,1365.133,1638.754,1356.727,2579.471,13665.556,385889.462
08/01/2015,133651.285,2013.18,130314.168,331.483,72415.352,-625.878,19029.518,1409.59,1586.632,1344.143,2639.368,13070.169,377856.339
09/01/2015,117005.407,1898.749,114791.658,330.87,66476.372,-544.042,16015.092,1200.871,1481.05,1202.861,2177.75,13960.95,336617.615
10/01/2015,95871.51,1657.165,102021.773,228.594,60570.921,-443.327,16513.242,1046.536,1509.109,1323.032,1875.397,16363.531,299168.139
11/01/2015,86361.96,1582.663,94132.297,234.142,60263.941,-285.276,19201.967,1157.127,1564.913,1333.628,1701.544,19663.141,287550.991
12/01/2015,88621.73,1574.777,101021.814,303.604,69633.664,-280.702,23016.515,1253.561,1620.497,1376.988,1545.251,20080.163,310423.377
01/01/2016,112623.96,2217.071,101786.218,344.222,72524.775,-311.758,25463.883,1202.308,1489.982,1332.006,1458.182,18446.884,339200.053
02/01/2016,91909.152,2079.021,90849.43,298.955,65638.141,-398.558,24005.829,1183.137,1424.233,1243.384,2200.546,20118.435,301121.605
03/01/2016,71345.754,1695.209,95848.737,360.086,66148.894,-384.067,27225.645,1134.548,1490.667,1315.159,2570.772,21919.792,291261.688
04/01/2016,71419.13,1745.21,91257.348,317.436,62731.845,-451.878,25734.888,883.207,1501.148,1208.97,2831.115,20780.961,280547.508
05/01/2016,80934.705,1814.272,102481.901,313.311,66576.493,-320.717,25355.411,947.351,1585.054,1341.84,3375.003,18831.99,303879.266
06/01/2016,115196.696,1847.226,123042.846,350.875,67175.324,-497.303,23125.487,1094.369,1515.69,1251.393,3417.726,16289.831,354444.981
07/01/2016,135420.053,2185.718,142557.996,345.505,70349.347,-783.894,21336.667,1242.266,1534.413,1311.215,3886.477,17605.11,397634.707
08/01/2016,134762.429,2210.283,145610.092,331.936,71526.405,-902.068,19458.01,1313.249,1556.512,1324.264,3908.405,13578.829,395328.497
09/01/2016,113346.968,1821.749,117196.736,346.486,65448.176,-715.35,16278.918,1167.903,1474.436,1326.676,3584.179,16390.68,338259.88
10/01/2016,98473.771,1449.616,94754.14,234.492,60733.343,-560.77,17229.362,951.608,1405.602,1353.167,3146.603,20317.941,300073.37
11/01/2016,86275.31,1736.663,85906.781,351.304,65178.776,-606.895,18721.487,1066.23,1577.051,1363.85,2729.406,19387.82,284282.45
12/01/2016,117954.773,1908.434,88087.607,317.825,71662.429,-752.869,22390.337,1233.719,1628.343,1453.884,2388.967,23122.02,332044.395
01/01/2017,114572.021,1946.636,86884.893,349.367,73120.612,-435.366,26635.125,1189.242,1645.851,1382.6,2011.371,19821.557,329751.263
02/01/2017,86157.863,1491.014,75044.605,308.383,63560.371,-507.911,23512.95,1061.086,1422.567,1238.879,2526.394,21178.906,277548.046
03/01/2017,88687.575,1518.916,86855.435,358.088,65093.2,-521.035,29125.964,1216.163,1544.064,1384.513,4200.165,24967.858,304996.281
04/01/2017,80742.742,1179.028,80578.371,299.97,56743.352,-438.729,29221.115,974.732,1464.689,1336.792,4646.103,24590.979,281892.271
05/01/2017,92141.448,1720.07,90020.666,350.29,61312.753,-423.168,32205.105,977.329,1553.892,1283.457,5605.486,22429.444,309762.338
06/01/2017,106825.311,1792.79,108832.706,323.787,67010.782,-567.516,30082.813,1092.948,1515.007,1213.937,6109.494,19791.476,344617.524
07/01/2017,127018.728,1686.886,137840.658,369.019,71314.219,-759.494,26362.806,1239.353,1512.503,1355.4,5689.863,15948.166,390203.833
08/01/2017,118809.977,1609.651,132375.827,359.798,72384.218,-638.234,21740.628,1271.201,1507.725,1345.032,5374.119,13611.46,370387.186
09/01/2017,97560.379,1542.844,110219.137,345.601,68097.918,-606.081,18977.783,1087.601,1421.715,1296.961,5058.995,17839.819,323400.313
10/01/2017,89114.281,1427.026,98825.691,326.488,65994.785,-462.982,18170.78,1083.241,1436.007,1229.009,4770.995,25282.942,307760.296
11/01/2017,90347.26,1542.536,86819.182,352.291,66617.853,-478.107,20420.852,1162.521,1495.689,1289.257,3372.361,24058.954,297585.37
12/01/2017,105860.346,2582.005,102456.789,383.357,73699.572,-655.925,22254.989,1285.876,1564.013,1570.928,3357.517,24552.425,339547.761
01/01/2018,118557.188,6348.033,101452.698,344.196,74649.04,-547.331,24962.02,1320.475,1531.897,1341.307,3287.842,25568.495,359431.072
02/01/2018,81399.063,1450.75,90687.818,336.999,64790.03,-315.144,24793.71,1137.46,1455.156,1274.093,3862.711,23163.574,294617.799
03/01/2018,79982.641,1368.412,98582.021,347.593,67032.656,-489.962,25752.148,1199.898,1533.978,1366.753,5009.114,26433.196,308730.116
04/01/2018,72787.438,1446.249,90603.312,354.112,59133.155,-376.898,27989.979,948.111,1450.111,1187.937,6002.4,26404.351,288496.582
05/01/2018,84633.935,1452.892,107003.45,389.275,67320.248,-390.083,30318.598,1037.627,1455.58,1382.62,6787.724,23930.207,325893.173
06/01/2018,100893.712,1795.022,122158.052,316.182,69687.556,-433.324,27502.186,1168.395,1460.067,1299.835,7347.486,24681.25,358507.924
07/01/2018,114748.806,1783.69,155240.331,358.95,72456.009,-644.469,25002.926,1270.82,1480.133,1369.611,6691.307,16430.434,396828.719
08/01/2018,114516.287,1828.892,152128.112,392.472,72282.467,-747.235,21908.294,1216.854,1482.939,1367.055,6633.552,19828.948,393473.733
09/01/2018,95961.853,1761.577,132974.193,331.718,64724.753,-603.113,19059.726,1044.336,1341.11,1327.908,5910.903,18500.52,342897.705
10/01/2018,86736.177,1472.56,114512.627,254.326,59396.905,-492.202,19426.42,989.055,1465.078,1273.09,4926.268,21168.289,311728.331
11/01/2018,92257.715,1564.907,99400.98,311.035,63954.37,-342.707,21780.771,1030.032,1453.472,1330.844,3711.004,21989.541,309043.014
12/01/2018,96173.048,1655.502,100741.601,349.207,71657.288,-522.071,22650.886,1021.682,1513.703,1412.639,3082.523,24279.959,324638.721
01/01/2019,100368,2087.589,109918.541,380.7,73700.844,-323.009,24093.835,1232.747,1343.144,1378.283,3607.947,25111.913,343572.319
02/01/2019,79537.131,1461.261,102846.912,376.775,64714.894,-388.719,21725.672,1069.677,1214.212,1265.89,3778.644,22970.733,301152.259
03/01/2019,77958.914,1372.037,104343.057,380.975,65079.691,-408.942,25428.746,996.343,1323.706,1391.177,5832.606,26075.688,310387.603
04/01/2019,59536.267,1137.654,94709.9,338.161,60580.927,-103.221,25372.404,872.608,1235.233,1210.355,6748.371,29676.25,281904.462
05/01/2019,71363.74,1595.924,107893.433,337.871,67123.546,-368.281,29935.592,1170.348,1333.554,1308.655,7098.929,25945.703,315415.102
06/01/2019,78091.593,1434.803,128379.301,347.971,68804.879,-385.296,26352.819,1079.807,1324.843,1327.466,7903.208,22918.737,338238.866
07/01/2019,100394.374,Not Meaningful,164978.484,408.456,72198.595,-622.347,23622.423,1199.059,1361.272,1377.418,8060.861,22000.013,397275.203
08/01/2019,93604.345,1664.783,166963.387,404.409,71910.684,-579.012,20689.235,1301.285,1368.384,1377.193,7775.973,19849.123,387024.792
09/01/2019,85373.38,1474.308,141809.447,358.189,65892.18,-671.214,16278.871,1121.23,1288.847,1353.422,6668.413,24277.479,345863.416
10/01/2019,66358.604,1069.4,124802.93,227.278,62032.622,-372.614,16207.953,956.473,1325.842,1238.011,6060.353,28118.108,308655.792
11/01/2019,75080.342,1144.998,108561.771,370.854,64125.425,-508.775,20445.137,912.188,1261.969,1069.506,4330.859,25632.493,303047.83
