U.S. Energy Information Administration,,,,,,,,,,,
February 2020 Monthly Energy Review,,,,,,,,,,,
,,,,,,,,,,,
0,,,,,,,,,,,
,,,,,,,,,,,
"Release Date: February 25, 2020",,,,,,,,,,,
"Next Update: March 26, 2020",,,,,,,,,,,
,,,,,,,,,,,
Table 7.1 Electricity Overview,,,,,,,,,,,
,,,,,,,,,,,
Month,"Electricity Net Generation, Electric Power Sector","Electricity Net Generation, Commercial Sector","Electricity Net Generation, Industrial Sector","Electricity Net Generation, Total",Electricity Imports,Electricity Exports,Electricity Net Imports,Transmission and Distribution Losses and Unaccounted for,"Electricity Retail Sales, Total",Electricity Direct Use,"Electricity End Use, Total"
,(Billion Kilowatthours),(Billion Kilowatthours),(Billion Kilowatthours),(Billion Kilowatthours),(Billion Kilowatthours),(Billion Kilowatthours),(Billion Kilowatthours),(Billion Kilowatthours),(Billion Kilowatthours),(Billion Kilowatthours),(Billion Kilowatthours)
01/01/2014,363.645,1.218,12.391,377.255,5.467,1.282,4.184,28.158,341.238,12.043,353.281
02/01/2014,312.276,0.961,11.112,324.348,4.437,1.293,3.145,7.869,308.941,10.683,319.624
03/01/2014,318.914,0.972,11.937,331.823,5.584,1.937,3.647,21.659,302.388,11.423,313.811
04/01/2014,285.453,0.927,11.251,297.631,4.791,1.337,3.453,14.415,275.894,10.776,286.669
05/01/2014,312.072,0.986,11.667,324.724,5.39,0.826,4.564,26.671,291.421,11.196,302.617
06/01/2014,344.988,1.041,11.814,357.844,5.493,1.045,4.448,28.124,322.792,11.376,334.168
07/01/2014,371.817,1.173,12.79,385.78,6.299,1.03,5.269,27.169,351.524,12.355,363.879
08/01/2014,370.304,1.181,12.856,384.341,6.678,0.863,5.815,25.852,351.883,12.421,364.304
09/01/2014,326.756,1.086,12.044,339.887,6.034,0.766,5.268,6.629,326.907,11.619,338.526
10/01/2014,301.847,1.008,11.667,314.522,5.372,0.951,4.421,11.047,296.68,11.216,307.896
11/01/2014,304.738,0.96,11.797,317.495,5.583,0.875,4.708,25.502,285.413,11.288,296.701
12/01/2014,324.193,1.007,12.757,337.957,5.383,1.092,4.291,20.448,309.62,12.179,321.799
01/01/2015,346.758,0.981,12.717,360.455,6.039,0.817,5.221,23.796,329.666,12.214,341.881
02/01/2015,322.473,0.932,11.071,334.476,5.574,1.355,4.219,21.223,306.768,10.703,317.472
03/01/2015,311.741,0.977,11.475,324.192,6.632,0.944,5.688,13.425,305.352,11.103,316.455
04/01/2015,282.197,0.931,11.005,294.133,6.528,0.585,5.943,13.957,275.475,10.644,286.119
05/01/2015,309.552,1.013,11.522,322.087,6.616,0.609,6.007,28.826,288.091,11.178,299.268
06/01/2015,349.067,1.098,12.244,362.409,6.694,0.617,6.077,30.192,326.397,11.897,338.294
07/01/2015,385.889,1.238,13.292,400.419,6.896,0.647,6.249,30.774,362.938,12.956,375.894
08/01/2015,377.856,1.206,13.054,392.116,7.168,0.657,6.511,23.879,362.032,12.716,374.748
09/01/2015,336.618,1.145,12.359,350.122,6.611,0.709,5.902,11.024,332.958,12.042,345
10/01/2015,299.168,1.049,11.894,312.112,5.26,0.696,4.564,9.078,296.055,11.542,307.598
11/01/2015,287.551,0.992,12.11,300.653,5.849,0.661,5.188,18.241,275.917,11.684,287.6
12/01/2015,310.423,1.033,12.97,324.427,5.906,0.805,5.101,19.697,297.344,12.488,309.831
01/01/2016,339.2,1.022,12.497,352.719,6.523,0.389,6.134,26.043,320.89,11.921,332.811
02/01/2016,301.122,0.967,11.597,313.685,5.433,0.552,4.881,10.682,296.806,11.078,307.884
03/01/2016,291.262,1.011,12.117,304.39,5.809,0.671,5.138,12.14,285.812,11.576,297.388
04/01/2016,280.548,0.961,11.386,292.894,4.702,0.45,4.252,16.728,269.531,10.886,280.418
05/01/2016,303.879,1.019,11.886,316.784,5.561,0.37,5.191,25.889,284.708,11.379,296.087
06/01/2016,354.445,1.089,12.248,367.781,6.748,0.61,6.138,32.282,329.878,11.759,341.637
07/01/2016,397.635,1.263,12.989,411.887,7.674,0.575,7.099,34.247,372.172,12.567,384.739
08/01/2016,395.328,1.298,13.075,409.701,7.349,0.587,6.762,22.598,381.192,12.673,393.865
09/01/2016,338.26,1.114,12.111,351.484,5.297,0.587,4.711,7.782,336.752,11.661,348.413
10/01/2016,300.073,1.021,11.851,312.945,5.751,0.432,5.319,10.233,296.681,11.35,308.031
11/01/2016,284.282,0.927,11.852,297.062,6.421,0.417,6.004,14.48,277.317,11.268,288.585
12/01/2016,332.044,1.015,12.283,345.343,5.448,0.574,4.873,27.768,310.722,11.726,322.448
01/01/2017,329.751,1.098,12.341,343.19,7.019,0.484,6.535,19.455,318.177,12.093,330.27
02/01/2017,277.548,0.963,11.142,289.653,5.672,0.69,4.982,7.965,275.777,10.892,286.669
03/01/2017,304.996,1.071,11.868,317.935,6.023,0.998,5.025,19.873,291.444,11.643,303.087
04/01/2017,281.892,0.976,11.457,294.325,5.562,1.106,4.456,14.792,272.801,11.188,283.989
05/01/2017,309.762,1.069,11.686,322.518,5.084,0.832,4.252,23.422,291.871,11.478,303.348
06/01/2017,344.618,1.135,12.164,357.916,5.993,0.811,5.182,22.548,328.583,11.967,340.55
07/01/2017,390.204,1.227,12.956,404.387,5.913,0.708,5.205,29.216,367.613,12.763,380.376
08/01/2017,370.387,1.202,12.754,384.342,6.509,0.773,5.736,17.258,360.263,12.558,372.82
09/01/2017,323.4,1.107,11.354,335.861,5.228,0.692,4.536,7.459,321.726,11.213,332.939
10/01/2017,307.76,1.079,11.537,320.376,3.952,0.71,3.242,12.727,299.539,11.353,310.892
11/01/2017,297.585,1.02,11.71,310.315,3.93,0.823,3.107,18.62,283.347,11.455,294.802
12/01/2017,339.548,1.114,12.79,353.452,4.799,0.744,4.055,32.779,312.216,12.512,324.728
01/01/2018,359.431,1.114,12.667,373.212,5.225,1.14,4.085,20.341,344.552,12.404,356.957
02/01/2018,294.618,0.995,11.265,306.879,4.788,1.268,3.52,6.561,292.802,11.036,303.838
03/01/2018,308.73,1.058,11.742,321.53,5.599,1.195,4.403,17.338,297.074,11.521,308.596
04/01/2018,288.497,0.989,11.258,300.743,4.529,1.622,2.907,14.085,278.543,11.023,289.566
05/01/2018,325.893,1.076,11.967,338.936,5.239,1.141,4.098,27.966,303.328,11.74,315.068
06/01/2018,358.508,1.163,12.199,371.87,5.494,1.215,4.279,25.959,338.163,12.027,350.19
07/01/2018,396.829,1.298,13.138,411.265,5.371,0.935,4.435,27.6,375.107,12.994,388.101
08/01/2018,393.474,1.318,13.213,408.004,6.136,1.134,5.002,18.712,381.215,13.079,394.294
09/01/2018,342.898,1.156,12.185,356.239,4.251,1.061,3.19,10.078,337.342,12.008,349.351
10/01/2018,311.728,1.055,12.127,324.911,3.719,0.884,2.835,6.686,309.194,11.865,321.059
11/01/2018,309.043,0.993,12.313,322.349,3.813,1.285,2.528,22.317,290.584,11.977,302.561
12/01/2018,324.639,1.095,12.724,338.458,4.099,0.925,3.174,16.979,312.215,12.439,324.653
01/01/2019,343.572,1.164,13.013,357.75,4.805,1.464,3.341,24.824,323.506,12.761,336.267
02/01/2019,301.152,1.061,11.442,313.655,4.552,1.418,3.134,14.467,291.068,11.254,302.322
03/01/2019,310.388,1.152,12.199,323.739,4.95,2.549,2.401,17.224,296.899,12.017,308.916
04/01/2019,281.904,1.04,11.639,294.584,4.355,1.968,2.386,16.622,268.936,11.413,280.349
05/01/2019,315.415,1.079,11.872,328.367,4.723,1.682,3.041,28.026,291.725,11.658,303.383
06/01/2019,338.239,1.1,12.004,351.343,5.156,1.526,3.63,27.425,315.753,11.795,327.548
07/01/2019,397.275,1.241,13.068,411.584,5.643,1.957,3.685,32.084,370.306,12.879,383.185
08/01/2019,387.025,1.261,13.077,401.363,5.865,1.785,4.08,25.627,366.91,12.906,379.816
09/01/2019,345.863,1.135,12.303,359.301,5.293,1.776,3.517,15.685,335.038,12.095,347.133
10/01/2019,308.656,1.097,12.169,321.922,4.413,0.832,3.582,10.741,302.822,11.941,314.763
11/01/2019,303.048,1.097,12.71,316.855,3.723,0.957,2.766,26.495,280.698,12.428,293.126
